,Genome,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Mean.Completeness,Lifestyle,taxa_elm
150,BATS_SAMN07137102_METAG_COMJKHCH,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,79.23,incomplete,Archaea-Nitrosopumilaceae
151,BATS_SAMN07137102_METAG_DBGJNEKK,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,84.46,incomplete,Archaea-Poseidoniia MGIIb
152,BATS_SAMN07137102_METAG_EPCHDKJO,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,80.62,incomplete,Archaea-Nitrosopumilaceae
153,BATS_SAMN07137102_METAG_GBGGELKH,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,87.78,incomplete,Actinobacteriota
154,BATS_SAMN07137102_METAG_JJPKIONE,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,82.66,incomplete,Marinisomatota
155,BATS_SAMN07137102_METAG_LKDFGFHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.61,auxotroph,Gamma-Other
156,BATS_SAMN07137102_METAG_NDIIBKGA,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,84.72,incomplete,Archaea-Nitrosopumilaceae
157,BATS_SAMN07137103_METAG_JCMAPCJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.61,auxotroph,Gamma-SAR86
158,BATS_SAMN07137103_METAG_LMLCFPOM,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,82.25,incomplete,Bacteroidota
159,BATS_SAMN07137103_METAG_OOJALGJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.35,auxotroph,Gamma-SAR86
160,BATS_SAMN07137104_METAG_ELCLCELN,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,80.4,incomplete,Marinisomatota
161,BATS_SAMN07137104_METAG_GICGIOHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.84,auxotroph,Actinobacteriota
162,BATS_SAMN07137104_METAG_GOLPAEAE,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,88.43,incomplete,Archaea-Nitrosopumilaceae
163,BATS_SAMN07137104_METAG_OGPJPDLN,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,88.86,incomplete,Actinobacteriota
164,BATS_SAMN07137105_METAG_ABEAPGME,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,76.53,incomplete,Archaea-Nitrosopumilaceae
165,BATS_SAMN07137105_METAG_EEFGILKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.13,auxotroph,Chloroflexota
166,BATS_SAMN07137105_METAG_GAFBPDPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3,auxotroph,Archaea-Nitrosopumilaceae
167,BATS_SAMN07137105_METAG_GLIDHMAO,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,84.06,incomplete,Archaea-Poseidoniia MGIIb
168,BATS_SAMN07137106_METAG_GAKCPKPJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.43,auxotroph,Actinobacteriota
169,BATS_SAMN07137107_METAG_GMBLNFPL,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,88.22,incomplete,Actinobacteriota
170,BATS_SAMN07137107_METAG_JEINGAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.78,auxotroph,Marinisomatota
171,BATS_SAMN07137107_METAG_JOLJABKG,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,86.44,incomplete,Archaea-Poseidoniia MGIIb
172,BATS_SAMN07137108_METAG_JJANIGME,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,75.91,incomplete,Archaea-Nitrosopumilaceae
173,BATS_SAMN07137108_METAG_LBLHBODI,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,81.46,incomplete,Archaea-Poseidoniia MGIIb
174,BATS_SAMN07137108_METAG_LKCALGPF,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,85.11,incomplete,Archaea-Nitrosopumilaceae
175,BATS_SAMN07137108_METAG_MNAPCDDA,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,88.88,incomplete,Archaea-Nitrosopumilaceae
176,BATS_SAMN07137108_METAG_ODGGCLKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.84,auxotroph,Chloroflexota
177,BATS_SAMN07137109_METAG_BNGANIGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.05,auxotroph,Gamma-SAR86
178,BATS_SAMN07137109_METAG_MKBELGFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.82,auxotroph,Bacteroidota
179,BATS_SAMN07137109_METAG_NJKCJKMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.22,auxotroph,Alpha-Pelagibacter
180,BATS_SAMN07137110_METAG_BBJMEJCO,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,87.73,incomplete,Actinobacteriota
181,BATS_SAMN07137110_METAG_CPHMGCEI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.73,auxotroph,Alpha-Other
182,BATS_SAMN07137110_METAG_EFFFKHNM,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,88.79,incomplete,Archaea-Nitrosopumilaceae
183,BATS_SAMN07137111_METAG_NFGPDCAG,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,82.42,incomplete,Archaea-Poseidoniia MGIIb
184,BATS_SAMN07137112_METAG_BOBCDACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.14,auxotroph,Bacteroidota
185,BATS_SAMN07137112_METAG_CCOLLNJF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.38,auxotroph,Gamma-SAR86
186,BATS_SAMN07137112_METAG_DACJBCCJ,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,81.74,incomplete,Bacteroidota
187,BATS_SAMN07137113_METAG_CLBDPHMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.73,auxotroph,Actinobacteriota
188,BATS_SAMN07137113_METAG_LGPOKNCD,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,87.94,incomplete,Archaea-Nitrosopumilaceae
189,BATS_SAMN07137113_METAG_PCFJMMFL,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,81.6,assimilator,Cyano-Pro
190,BATS_SAMN07137114_METAG_AICJLGGM,1,1,0,1,1,1,0,0,0,0.75,0.75,0.75,0.5,0.75,0.5,0.333333333333333,0,0.75,93.06,incomplete,Gamma-Other
191,BATS_SAMN07137114_METAG_ANHPGLCB,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,93.1,incomplete,Marinisomatota
192,BATS_SAMN07137114_METAG_HOGAHLFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.28,auxotroph,Actinobacteriota
193,BATS_SAMN07137114_METAG_HOHGBNDP,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,76.98,incomplete,Chloroflexota
194,BATS_SAMN07137114_METAG_IAJLFLPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.22,auxotroph,Chloroflexota
195,BATS_SAMN07137114_METAG_IHJHNPFN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2,auxotroph,Chloroflexota
196,BATS_SAMN07137114_METAG_IHPDCHJA,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,86.22,incomplete,Archaea-Nitrosopumilaceae
197,BATS_SAMN07137114_METAG_KIKBKMNC,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,80.66,incomplete,Archaea-Nitrosopumilaceae
198,BATS_SAMN07137114_METAG_NAKKHEDN,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,83.26,incomplete,Gemmatimonadota
199,BATS_SAMN07137114_METAG_NELPOKOJ,1,0,0,1,1,0,0,1,0,0.75,0.5,0.5,0.5,0.25,0.25,0.333333333333333,0,0.75,84.89,incomplete,Gamma-Other
200,BATS_SAMN07137114_METAG_OFECHDKK,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,75.21,incomplete,Chloroflexota
201,BATS_SAMN07137114_METAG_OHGGAGKO,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,84.49,incomplete,Archaea-Poseidoniia MGIIb
202,BATS_SAMN07137115_METAG_FKCHANMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,auxotroph,Alpha-Rhodobacter-LowGC
203,BATS_SAMN07137115_METAG_KBKIMBEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.72,auxotroph,Gamma-SAR86
204,BATS_SAMN07137115_METAG_KMAACGBJ,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,75.78,incomplete,Bacteroidota
205,BATS_SAMN07137115_METAG_LJPOJJIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.24,auxotroph,Bacteroidota
206,BATS_SAMN07137115_METAG_OEHDFGFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.22,auxotroph,Gamma-SAR86
207,BATS_SAMN07137116_METAG_BIHBEDND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.28,auxotroph,Actinobacteriota
208,BATS_SAMN07137116_METAG_BNMCMBDJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.92,auxotroph,Alpha-Other
209,BATS_SAMN07137116_METAG_BOHODIJG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.07,auxotroph,Gamma-SAR86
210,BATS_SAMN07137116_METAG_HKMJJCKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.28,auxotroph,Actinobacteriota
211,BATS_SAMN07137116_METAG_HLJBKOAC,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,76.28,incomplete,Actinobacteriota
212,BATS_SAMN07137116_METAG_IJCFOOKB,1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,79.97,assimilator,Cyano-Pro
213,BATS_SAMN07137116_METAG_KLFKCPEA,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,83.78,incomplete,Actinobacteriota
214,BATS_SAMN07137116_METAG_LJBNJMEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,auxotroph,Bacteroidota
215,BATS_SAMN07137116_METAG_MANDHBMJ,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,88.93,incomplete,Archaea-Nitrosopumilaceae
216,BATS_SAMN07137116_METAG_NBKFCJPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,auxotroph,Actinobacteriota
217,BATS_SAMN07137116_METAG_OMDFKJGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.66,auxotroph,Bacteroidota
218,BATS_SAMN07137117_METAG_ABECOBJA,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,91.74,incomplete,Marinisomatota
219,BATS_SAMN07137117_METAG_CGHCEMAO,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,85.29,incomplete,Archaea-Poseidoniia MGIIb
220,BATS_SAMN07137117_METAG_DJAMMILK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.85,auxotroph,Chloroflexota
221,BATS_SAMN07137117_METAG_HIBALACO,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,88.48,incomplete,Chloroflexota
222,BATS_SAMN07137118_METAG_CBMPIBIJ,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,79.63,incomplete,Alpha-Other
223,BATS_SAMN07137118_METAG_GCDDPGOJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.35,auxotroph,Bacteroidota
224,BATS_SAMN07137118_METAG_HPJDOJIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.53,auxotroph,Bacteroidota
225,BATS_SAMN07137118_METAG_IBMKNODB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.72,auxotroph,Bacteroidota
226,BATS_SAMN07137118_METAG_JFDKOCDB,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,80.08,incomplete,Bacteroidota
227,BATS_SAMN07137118_METAG_KHCEHCOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.74,auxotroph,Gamma-SAR86
228,BATS_SAMN07137118_METAG_KJGKHIEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.05,auxotroph,Alpha-Puniceispirilla
229,BATS_SAMN07137118_METAG_LEEHDELD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.09,auxotroph,Gamma-SAR86
230,BATS_SAMN07137118_METAG_LJJDBMJI,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,75.08,incomplete,Alpha-Pelagibacter
231,BATS_SAMN07137119_METAG_EMCBAMKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.12,auxotroph,Actinobacteriota
232,BATS_SAMN07137119_METAG_FDMDFKPG,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,80.84,incomplete,Archaea-Poseidoniia MGIIb
233,BATS_SAMN07137119_METAG_GBKLLHJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.43,auxotroph,Chloroflexota
234,BATS_SAMN07137119_METAG_KMAJOMNB,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,88.67,assimilator,Cyano-Pro
235,BATS_SAMN07137119_METAG_KNPIPJJP,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,75.08,incomplete,Archaea-Poseidoniia MGIIb
236,BATS_SAMN07137119_METAG_OHMIAKLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.01,auxotroph,Actinobacteriota
237,BATS_SAMN07137120_METAG_AAGPIOJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.41,auxotroph,Actinobacteriota
238,BATS_SAMN07137120_METAG_AONBANAL,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,81.34,incomplete,Archaea-Nitrosopumilaceae
239,BATS_SAMN07137120_METAG_ENNBOEPB,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,84.35,incomplete,Actinobacteriota
240,BATS_SAMN07137120_METAG_IGNAKKMM,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,83.11,incomplete,Archaea-Nitrosopumilaceae
241,BATS_SAMN07137120_METAG_JAMJNDDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.62,auxotroph,Actinobacteriota
242,BATS_SAMN07137120_METAG_NGPGAKPO,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,75.96,incomplete,Marinisomatota
243,BATS_SAMN07137120_METAG_PCGKLBKH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.28,auxotroph,Alpha-Other
244,BATS_SAMN07137121_METAG_GALHLPDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,auxotroph,Chloroflexota
245,BATS_SAMN07137121_METAG_KIEFEJAA,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,77.84,incomplete,Gamma-Other
246,BATS_SAMN07137121_METAG_LJEIIKKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,auxotroph,Actinobacteriota
247,BATS_SAMN07137121_METAG_MJJLKEAI,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,81.83,incomplete,Archaea-Nitrosopumilaceae
248,BATS_SAMN07137121_METAG_NGCFNBHO,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,81.95,incomplete,Archaea-Poseidoniia MGIIb
249,BATS_SAMN07137121_METAG_OHKEOHLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.65,auxotroph,Alpha-Other
250,BATS_SAMN07137122_METAG_KAOMBHAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.88,auxotroph,Bacteroidota
251,BATS_SAMN07137122_METAG_KCFJMBNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.86,auxotroph,Chloroflexota
252,BATS_SAMN07137122_METAG_NKCHPOFA,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,78.78,incomplete,Gamma-Other
253,BATS_SAMN07137122_METAG_OPPNLALK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,auxotroph,Alpha-Other
254,BATS_SAMN07137122_METAG_PIGBONJI,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,83.18,incomplete,Archaea-Nitrosopumilaceae
255,BATS_SAMN07137122_METAG_POMIHLNN,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,75.14,incomplete,Archaea-Poseidoniia MGIIb
256,BATS_SAMN07137123_METAG_ANBBFANE,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,77.56,incomplete,Archaea-Nitrosopumilaceae
257,BATS_SAMN07137123_METAG_BMEANMDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.84,auxotroph,Chloroflexota
258,BATS_SAMN07137123_METAG_GNAPGJHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.58,auxotroph,Chloroflexota
259,BATS_SAMN07137123_METAG_IILMAHAI,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,79.09,incomplete,Archaea-Nitrosopumilaceae
260,BATS_SAMN07137123_METAG_IKPIDAGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,auxotroph,Actinobacteriota
261,BATS_SAMN07137123_METAG_INOEJIID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,auxotroph,Archaea-Nitrosopumilaceae
262,BATS_SAMN07137123_METAG_IOIOCBJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.55,auxotroph,Chloroflexota
263,BATS_SAMN08390924_METAG_CNHABEGL,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,82.89,incomplete,Gamma-Other
264,BATS_SAMN08390924_METAG_DKCBAJOE,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,85.98,incomplete,Bacteroidota
265,BATS_SAMN08390924_METAG_IFALCGFJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,auxotroph,Alpha-Rhodobacter
266,BATS_SAMN08390924_METAG_JMMHNNAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.12,auxotroph,Gamma-SAR86
267,BATS_SAMN08390925_METAG_BJAOANMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.12,auxotroph,Bacteroidota
268,BATS_SAMN08390925_METAG_CCBGODFE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.64,auxotroph,Marinisomatota
269,BATS_SAMN08390925_METAG_CNCGJEII,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,81.6,incomplete,Actinobacteriota
270,BATS_SAMN08390925_METAG_CPFEIALL,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,81.15,incomplete,Archaea-Poseidoniia MGIIa
271,BATS_SAMN08390925_METAG_DPMEKFEG,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,90.36,incomplete,Actinobacteriota
272,BATS_SAMN08390925_METAG_EOIDLNJP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.08,auxotroph,Marinisomatota
273,BATS_SAMN08390925_METAG_FANDFIGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,auxotroph,Gamma-SAR86
274,BATS_SAMN08390925_METAG_FDOANEMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.49,auxotroph,Marinisomatota
275,BATS_SAMN08390925_METAG_IMBFCPHP,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,85.14,incomplete,Actinobacteriota
276,BATS_SAMN08390925_METAG_JBNEONHF,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,87.37,incomplete,Marinisomatota
277,BATS_SAMN08390925_METAG_NOHLHIKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.54,auxotroph,Alpha-Other
278,BATS_SAMN08390925_METAG_NPNHKMIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.58,auxotroph,Alpha-Other
279,BATS_SAMN08390925_METAG_PCNPJGHG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.37,auxotroph,Actinobacteriota
280,BATS_SAMN08390925_METAG_PDJJPGJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.43,auxotroph,Gamma-Other
281,BATS_SAMN08390925_METAG_PGPEDNJI,1,0,0,1,1,0,0,1,0,0.75,0.5,0.5,0.5,0.25,0.25,0.333333333333333,0,0.75,80.47,incomplete,Gamma-Other
282,BGEO_SAMN07136483_METAG_CEMEACFK,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,97.2,incomplete,Cyano-Syn
283,BGEO_SAMN07136484_METAG_CGMEBLGP,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,80.93,incomplete,Archaea-Poseidoniia MGIIb
284,BGEO_SAMN07136484_METAG_DNEMNACO,1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,88.28,incomplete,Alpha-Rhodobacter-LowGC
285,BGEO_SAMN07136484_METAG_GKDMJPHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.63,auxotroph,Actinobacteriota
286,BGEO_SAMN07136484_METAG_LCIOLPPA,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,88.78,incomplete,Bacteroidota
287,BGEO_SAMN07136484_METAG_OLIAEMPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.19,auxotroph,Marinisomatota
288,BGEO_SAMN07136484_METAG_PJJOICPB,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,84.63,incomplete,Alpha-Rhodobacter
289,BGEO_SAMN07136484_METAG_PKBIAHKH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.78,auxotroph,Gamma-SAR86
290,BGEO_SAMN07136485_METAG_AMMCFPAF,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,86.93,incomplete,Gamma-Other
291,BGEO_SAMN07136485_METAG_BDJKAJBB,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,87.99,incomplete,Gamma-Other
292,BGEO_SAMN07136485_METAG_CDFHGAFL,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,83.03,incomplete,Alpha-Rhodobacter-LowGC
293,BGEO_SAMN07136485_METAG_DMOPGOCO,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,85.46,incomplete,Archaea-Poseidoniia MGIIa
294,BGEO_SAMN07136485_METAG_FFGCINEC,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.5,0,0.25,0,0.333333333333333,0.5,77.82,incomplete,Gamma-SAR92
295,BGEO_SAMN07136485_METAG_GKIEIKFB,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,83.73,incomplete,Archaea-Poseidoniia MGIIb
296,BGEO_SAMN07136485_METAG_JLEANPLH,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,88.34,incomplete,Alpha-Other
297,BGEO_SAMN07136485_METAG_JLOABCFG,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,78.64,incomplete,Archaea-Poseidoniia MGIIb
298,BGEO_SAMN07136485_METAG_JNMKEODJ,1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,89.17,assimilator,Cyano-Syn
