"","Genome","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Subpathway1","Subpathway2","Subpathway3","Subpathway4","Subpathway5","Subpathway6","Subpathway7","Subpathway8","MaxCompletion","taxa_elm","Mean Completeness","Lifestyle"
"144","BATS_SAMN07137099_METAG_JIHFNIGF",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Archaea-Nitrosopumilaceae",90,"incomplete"
"145","BATS_SAMN07137099_METAG_KBCHOIPA",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",84.84,"incomplete"
"146","BATS_SAMN07137101_METAG_BBEIIPCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",75.42,"auxotroph"
"147","BATS_SAMN07137101_METAG_GJJNLGPH",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",82.76,"incomplete"
"148","BATS_SAMN07137101_METAG_KGHFBFFI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.16,"auxotroph"
"149","BATS_SAMN07137101_METAG_NKPGGILM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",79.14,"auxotroph"
"150","BATS_SAMN07137102_METAG_COMJKHCH",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",79.23,"incomplete"
"151","BATS_SAMN07137102_METAG_DBGJNEKK",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",84.46,"incomplete"
"152","BATS_SAMN07137102_METAG_EPCHDKJO",0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",80.62,"incomplete"
"153","BATS_SAMN07137102_METAG_GBGGELKH",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",87.78,"incomplete"
"154","BATS_SAMN07137102_METAG_JJPKIONE",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",82.66,"incomplete"
"155","BATS_SAMN07137102_METAG_LKDFGFHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",77.61,"auxotroph"
"156","BATS_SAMN07137102_METAG_NDIIBKGA",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",84.72,"incomplete"
"157","BATS_SAMN07137103_METAG_JCMAPCJA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",85.61,"auxotroph"
"158","BATS_SAMN07137103_METAG_LMLCFPOM",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",82.25,"incomplete"
"159","BATS_SAMN07137103_METAG_OOJALGJD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.35,"auxotroph"
"160","BATS_SAMN07137104_METAG_ELCLCELN",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",80.4,"incomplete"
"161","BATS_SAMN07137104_METAG_GICGIOHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",76.84,"auxotroph"
"162","BATS_SAMN07137104_METAG_GOLPAEAE",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",88.43,"incomplete"
"163","BATS_SAMN07137104_METAG_OGPJPDLN",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",88.86,"incomplete"
"164","BATS_SAMN07137105_METAG_ABEAPGME",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",76.53,"incomplete"
"165","BATS_SAMN07137105_METAG_EEFGILKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",86.13,"auxotroph"
"166","BATS_SAMN07137105_METAG_GAFBPDPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archaea-Nitrosopumilaceae",82.3,"auxotroph"
"167","BATS_SAMN07137105_METAG_GLIDHMAO",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",84.06,"incomplete"
"168","BATS_SAMN07137106_METAG_GAKCPKPJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",75.43,"auxotroph"
"169","BATS_SAMN07137107_METAG_GMBLNFPL",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",88.22,"incomplete"
"170","BATS_SAMN07137107_METAG_JEINGAKI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",85.78,"auxotroph"
"171","BATS_SAMN07137107_METAG_JOLJABKG",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",86.44,"incomplete"
"172","BATS_SAMN07137108_METAG_JJANIGME",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",75.91,"incomplete"
"173","BATS_SAMN07137108_METAG_LBLHBODI",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",81.46,"incomplete"
"174","BATS_SAMN07137108_METAG_LKCALGPF",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",85.11,"incomplete"
"175","BATS_SAMN07137108_METAG_MNAPCDDA",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",88.88,"incomplete"
"176","BATS_SAMN07137108_METAG_ODGGCLKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",87.84,"auxotroph"
"177","BATS_SAMN07137109_METAG_BNGANIGG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.05,"auxotroph"
"178","BATS_SAMN07137109_METAG_MKBELGFD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",76.82,"auxotroph"
"179","BATS_SAMN07137109_METAG_NJKCJKMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",77.22,"auxotroph"
"180","BATS_SAMN07137110_METAG_BBJMEJCO",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",87.73,"incomplete"
"181","BATS_SAMN07137110_METAG_CPHMGCEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",76.73,"auxotroph"
"182","BATS_SAMN07137110_METAG_EFFFKHNM",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",88.79,"incomplete"
"183","BATS_SAMN07137111_METAG_NFGPDCAG",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",82.42,"incomplete"
"184","BATS_SAMN07137112_METAG_BOBCDACC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",78.14,"auxotroph"
"185","BATS_SAMN07137112_METAG_CCOLLNJF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",76.38,"auxotroph"
"186","BATS_SAMN07137112_METAG_DACJBCCJ",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",81.74,"incomplete"
"187","BATS_SAMN07137113_METAG_CLBDPHMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",78.73,"auxotroph"
"188","BATS_SAMN07137113_METAG_LGPOKNCD",0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Archaea-Nitrosopumilaceae",87.94,"incomplete"
"189","BATS_SAMN07137113_METAG_PCFJMMFL",1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Pro",81.6,"assimilator"
"190","BATS_SAMN07137114_METAG_AICJLGGM",1,1,0,1,1,1,0,0,0,0.75,0.75,0.75,0.5,0.75,0.5,0.333333333333333,0,0.75,"Gamma-Other",93.06,"incomplete"
"191","BATS_SAMN07137114_METAG_ANHPGLCB",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",93.1,"incomplete"
"192","BATS_SAMN07137114_METAG_HOGAHLFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",75.28,"auxotroph"
"193","BATS_SAMN07137114_METAG_HOHGBNDP",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Chloroflexota",76.98,"incomplete"
"194","BATS_SAMN07137114_METAG_IAJLFLPG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",93.22,"auxotroph"
"195","BATS_SAMN07137114_METAG_IHJHNPFN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",84.2,"auxotroph"
"196","BATS_SAMN07137114_METAG_IHPDCHJA",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",86.22,"incomplete"
"197","BATS_SAMN07137114_METAG_KIKBKMNC",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",80.66,"incomplete"
"198","BATS_SAMN07137114_METAG_NAKKHEDN",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gemmatimonadota",83.26,"incomplete"
"199","BATS_SAMN07137114_METAG_NELPOKOJ",1,0,0,1,1,0,0,1,0,0.75,0.5,0.5,0.5,0.25,0.25,0.333333333333333,0,0.75,"Gamma-Other",84.89,"incomplete"
"200","BATS_SAMN07137114_METAG_OFECHDKK",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Chloroflexota",75.21,"incomplete"
"201","BATS_SAMN07137114_METAG_OHGGAGKO",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",84.49,"incomplete"
"202","BATS_SAMN07137115_METAG_FKCHANMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter-LowGC",79,"auxotroph"
"203","BATS_SAMN07137115_METAG_KBKIMBEG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.72,"auxotroph"
"204","BATS_SAMN07137115_METAG_KMAACGBJ",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",75.78,"incomplete"
"205","BATS_SAMN07137115_METAG_LJPOJJIE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",79.24,"auxotroph"
"206","BATS_SAMN07137115_METAG_OEHDFGFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",81.22,"auxotroph"
"207","BATS_SAMN07137116_METAG_BIHBEDND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",76.28,"auxotroph"
"208","BATS_SAMN07137116_METAG_BNMCMBDJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",75.92,"auxotroph"
"209","BATS_SAMN07137116_METAG_BOHODIJG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",83.07,"auxotroph"
"210","BATS_SAMN07137116_METAG_HKMJJCKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",91.28,"auxotroph"
"211","BATS_SAMN07137116_METAG_HLJBKOAC",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",76.28,"incomplete"
"212","BATS_SAMN07137116_METAG_IJCFOOKB",1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Pro",79.97,"assimilator"
"213","BATS_SAMN07137116_METAG_KLFKCPEA",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",83.78,"incomplete"
"214","BATS_SAMN07137116_METAG_LJBNJMEK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",75.6,"auxotroph"
"215","BATS_SAMN07137116_METAG_MANDHBMJ",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",88.93,"incomplete"
"216","BATS_SAMN07137116_METAG_NBKFCJPH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",83.5,"auxotroph"
"217","BATS_SAMN07137116_METAG_OMDFKJGI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",80.66,"auxotroph"
"218","BATS_SAMN07137117_METAG_ABECOBJA",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",91.74,"incomplete"
"219","BATS_SAMN07137117_METAG_CGHCEMAO",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",85.29,"incomplete"
"220","BATS_SAMN07137117_METAG_DJAMMILK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",93.85,"auxotroph"
"221","BATS_SAMN07137117_METAG_HIBALACO",0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Chloroflexota",88.48,"incomplete"
"222","BATS_SAMN07137118_METAG_CBMPIBIJ",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",79.63,"incomplete"
"223","BATS_SAMN07137118_METAG_GCDDPGOJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",77.35,"auxotroph"
"224","BATS_SAMN07137118_METAG_HPJDOJIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",94.53,"auxotroph"
"225","BATS_SAMN07137118_METAG_IBMKNODB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",80.72,"auxotroph"
"226","BATS_SAMN07137118_METAG_JFDKOCDB",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",80.08,"incomplete"
"227","BATS_SAMN07137118_METAG_KHCEHCOF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",76.74,"auxotroph"
"228","BATS_SAMN07137118_METAG_KJGKHIEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Puniceispirilla",75.05,"auxotroph"
"229","BATS_SAMN07137118_METAG_LEEHDELD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",80.09,"auxotroph"
"230","BATS_SAMN07137118_METAG_LJJDBMJI",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Alpha-Pelagibacter",75.08,"incomplete"
"231","BATS_SAMN07137119_METAG_EMCBAMKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",95.12,"auxotroph"
"232","BATS_SAMN07137119_METAG_FDMDFKPG",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",80.84,"incomplete"
"233","BATS_SAMN07137119_METAG_GBKLLHJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",78.43,"auxotroph"
"234","BATS_SAMN07137119_METAG_KMAJOMNB",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Pro",88.67,"assimilator"
"235","BATS_SAMN07137119_METAG_KNPIPJJP",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",75.08,"incomplete"
"236","BATS_SAMN07137119_METAG_OHMIAKLL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",79.01,"auxotroph"
"237","BATS_SAMN07137120_METAG_AAGPIOJD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",82.41,"auxotroph"
"238","BATS_SAMN07137120_METAG_AONBANAL",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Archaea-Nitrosopumilaceae",81.34,"incomplete"
"239","BATS_SAMN07137120_METAG_ENNBOEPB",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",84.35,"incomplete"
"240","BATS_SAMN07137120_METAG_IGNAKKMM",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",83.11,"incomplete"
"241","BATS_SAMN07137120_METAG_JAMJNDDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",87.62,"auxotroph"
"242","BATS_SAMN07137120_METAG_NGPGAKPO",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",75.96,"incomplete"
"243","BATS_SAMN07137120_METAG_PCGKLBKH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",77.28,"auxotroph"
"244","BATS_SAMN07137121_METAG_GALHLPDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",83.3,"auxotroph"
"245","BATS_SAMN07137121_METAG_KIEFEJAA",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",77.84,"incomplete"
"246","BATS_SAMN07137121_METAG_LJEIIKKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",76,"auxotroph"
"247","BATS_SAMN07137121_METAG_MJJLKEAI",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Archaea-Nitrosopumilaceae",81.83,"incomplete"
"248","BATS_SAMN07137121_METAG_NGCFNBHO",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",81.95,"incomplete"
"249","BATS_SAMN07137121_METAG_OHKEOHLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",88.65,"auxotroph"
"250","BATS_SAMN07137122_METAG_KAOMBHAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",80.88,"auxotroph"
"251","BATS_SAMN07137122_METAG_KCFJMBNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",82.86,"auxotroph"
"252","BATS_SAMN07137122_METAG_NKCHPOFA",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Gamma-Other",78.78,"incomplete"
"253","BATS_SAMN07137122_METAG_OPPNLALK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",88.4,"auxotroph"
"254","BATS_SAMN07137122_METAG_PIGBONJI",0,0,0,0,0,0,0,0,1,0,0.25,0,0,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Archaea-Nitrosopumilaceae",83.18,"incomplete"
"255","BATS_SAMN07137122_METAG_POMIHLNN",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",75.14,"incomplete"
"256","BATS_SAMN07137123_METAG_ANBBFANE",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Archaea-Nitrosopumilaceae",77.56,"incomplete"
"257","BATS_SAMN07137123_METAG_BMEANMDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",84.84,"auxotroph"
"258","BATS_SAMN07137123_METAG_GNAPGJHG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",89.58,"auxotroph"
"259","BATS_SAMN07137123_METAG_IILMAHAI",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",79.09,"incomplete"
"260","BATS_SAMN07137123_METAG_IKPIDAGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",77.7,"auxotroph"
"261","BATS_SAMN07137123_METAG_INOEJIID",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archaea-Nitrosopumilaceae",79.69,"auxotroph"
"262","BATS_SAMN07137123_METAG_IOIOCBJP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",88.55,"auxotroph"
"263","BATS_SAMN08390924_METAG_CNHABEGL",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",82.89,"incomplete"
"264","BATS_SAMN08390924_METAG_DKCBAJOE",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Bacteroidota",85.98,"incomplete"
"265","BATS_SAMN08390924_METAG_IFALCGFJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter",87.6,"auxotroph"
"266","BATS_SAMN08390924_METAG_JMMHNNAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",76.12,"auxotroph"
"267","BATS_SAMN08390925_METAG_BJAOANMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",81.12,"auxotroph"
"268","BATS_SAMN08390925_METAG_CCBGODFE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",82.64,"auxotroph"
"269","BATS_SAMN08390925_METAG_CNCGJEII",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",81.6,"incomplete"
"270","BATS_SAMN08390925_METAG_CPFEIALL",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",81.15,"incomplete"
"271","BATS_SAMN08390925_METAG_DPMEKFEG",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",90.36,"incomplete"
"272","BATS_SAMN08390925_METAG_EOIDLNJP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",92.08,"auxotroph"
"273","BATS_SAMN08390925_METAG_FANDFIGG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.8,"auxotroph"
"274","BATS_SAMN08390925_METAG_FDOANEMM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",89.49,"auxotroph"
"275","BATS_SAMN08390925_METAG_IMBFCPHP",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",85.14,"incomplete"
"276","BATS_SAMN08390925_METAG_JBNEONHF",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",87.37,"incomplete"
"277","BATS_SAMN08390925_METAG_NOHLHIKI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",92.54,"auxotroph"
"278","BATS_SAMN08390925_METAG_NPNHKMIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",75.58,"auxotroph"
"279","BATS_SAMN08390925_METAG_PCNPJGHG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",80.37,"auxotroph"
"280","BATS_SAMN08390925_METAG_PDJJPGJA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",82.43,"auxotroph"
"281","BATS_SAMN08390925_METAG_PGPEDNJI",1,0,0,1,1,0,0,1,0,0.75,0.5,0.5,0.5,0.25,0.25,0.333333333333333,0,0.75,"Gamma-Other",80.47,"incomplete"
"282","BGEO_SAMN07136483_METAG_CEMEACFK",0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,0.5,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,"Cyano-Syn",97.2,"incomplete"
"283","BGEO_SAMN07136484_METAG_CGMEBLGP",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Archaea-Poseidoniia MGIIb",80.93,"incomplete"
"284","BGEO_SAMN07136484_METAG_DNEMNACO",1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,"Alpha-Rhodobacter-LowGC",88.28,"incomplete"
"285","BGEO_SAMN07136484_METAG_GKDMJPHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",78.63,"auxotroph"
"286","BGEO_SAMN07136484_METAG_LCIOLPPA",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",88.78,"incomplete"
