"","Step1:rlp1_align","Step1:K25035","Step2:cupin_align","Step3:met17_align"
"MARD_SAMN02436120_REFG_MMP02436120",0,0,1,1
"MARD_SAMN05418059_REFG_MMP05418059",0,0,0,1
"MARD_SAMN07620991_REFG_MMP07620991",0,0,0,1
"MARD_SAMN10134657_REFG_MMP10134657",0,0,0,1
"MARD_SAMN10134659_REFG_MMP10134659",0,0,0,1
"MARD_SAMEA4707919_REFG_MMP4707919",1,0,0,1
"MARD_SAMN02927974_REFG_MMP02927974",1,0,0,1
"MARD_SAMN09437379_REFG_MMP09437379",0,0,0,1
"MARD_SAMN09522133_REFG_MMP09522133",0,0,0,1
"MARD_SAMN09637346_REFG_MMP09637346",0,0,1,1
"MARD_SAMN09759695_REFG_MMP09759695",1,0,1,1
"MARD_SAMN10231401_REFG_MMP10231401",0,0,0,1
"MARD_SAMN10285739_REFG_MMP10285739",1,0,1,1
"MARD_SAMEA4520410_REFG_MMP4520410",0,0,0,1
"MARD_SAMEA4520412_REFG_MMP4520412",0,0,0,1
"MARD_SAMN05216258_REFG_MMP05216258",0,0,1,1
"MARD_SAMN05216264_REFG_MMP05216264",0,0,0,1
"MARD_SAMN05444398_REFG_MMP05444398",0,0,0,1
"MARD_SAMN05444414_REFG_MMP05444414",0,0,1,1
"MARD_SAMEA3539551_REFG_MMP3539551",0,0,0,1
"MARD_SAMEA3542132_REFG_MMP3542132",0,0,0,1
"MARD_SAMN02261338_REFG_MMP02261338",1,0,0,0
"MARD_SAMN02470761_REFG_MMP02470761",0,0,0,1
"MARD_SAMEA4707920_REFG_MMP4707920",1,0,0,1
"MARD_SAMN09508687_REFG_MMP09508687",0,0,0,1
"MARD_SAMN09580375_REFG_MMP09580375",0,0,1,1
"MARD_SAMN04487910_REFG_MMP04487910",0,0,0,1
"MARD_SAMN04488026_REFG_MMP04488026",1,0,1,1
"MARD_SAMN04488238_REFG_MMP04488238",0,0,0,1
"MARD_SAMN04488360_REFG_MMP04488360",0,0,1,1
"MARD_SAMN05418166_REFG_MMP05418166",1,0,0,1
"MARD_SAMN05444007_REFG_MMP05444007",0,0,0,1
"MARD_SAMN05444413_REFG_MMP05444413",0,0,1,1
"MARD_SAMN05582966_REFG_MMP05582966",0,0,0,1
"MARD_SAMN08470889_REFG_MMP08470889",1,0,0,0
"MARD_SAMN09388146_REFG_MMP09388146",1,0,1,1
"MARD_SAMN09469620_REFG_MMP09469620",0,0,0,1
"MARD_SAMN06133340_REFG_MMP06133340",0,0,0,1
"TARA_SAMEA2621033_METAG_BDPDKECI",0,0,0,1
"TARA_SAMEA4396941_METAG_KLBPAJAD",0,0,1,1
"TARA_SAMEA4396941_METAG_FIKOMDNM",0,0,0,1
"TARA_SAMEA4396941_METAG_NMOKIAAF",1,0,0,1
"TARA_SAMEA4396941_METAG_FFMEDCBF",0,0,0,1
"TARA_SAMEA4396941_METAG_JJKLBFKP",1,0,0,1
"TARA_SAMEA4396941_METAG_FLOPKAHB",0,0,0,1
"TARA_SAMEA4396941_METAG_IEKADHHE",0,0,0,1
"TARA_SAMEA4396941_METAG_JNFLMIMJ",0,0,0,1
"TARA_SAMEA4396941_METAG_KHPFJDKB",0,0,0,1
"TARA_SAMEA4397174_METAG_IGCEIJFB",0,0,0,1
"TARA_SAMEA4397174_METAG_HFHLPNOL",0,0,0,1
"TARA_SAMEA4397174_METAG_PAOCLOOI",0,0,0,1
"TARA_SAMEA4397174_METAG_OLMHMLCA",0,0,0,1
"TARA_SAMEA4397174_METAG_ILOADGDN",0,0,0,1
"TARA_SAMEA4397174_METAG_BMIOLAFD",1,0,1,1
"TARA_SAMEA4397815_METAG_MGOOMLHG",0,0,0,1
"TARA_SAMEA4397815_METAG_KGKDLCCI",1,0,0,1
"TARA_SAMEA4396489_METAG_JENLENIG",0,0,0,1
"TARA_SAMEA4396489_METAG_PJHDHIHO",0,0,0,1
"TARA_SAMEA4396489_METAG_OFBBDPAO",0,0,1,1
"TARA_SAMEA4397295_METAG_BNIBEGDP",0,0,0,1
"TARA_SAMEA4397295_METAG_PNLAEKMH",1,0,0,1
"TARA_SAMEA4397295_METAG_NOICPOFE",0,0,1,1
"TARA_SAMEA4397295_METAG_NPECDEII",0,0,1,1
"TARA_SAMEA4397295_METAG_IEPIMNLC",1,0,0,1
"TARA_SAMEA4397363_METAG_IPJBEJHI",0,0,0,1
"TARA_SAMEA4397363_METAG_PEIHIEPH",0,0,1,1
"TARA_SAMEA4397363_METAG_OEELJFIL",0,0,0,1
"TARA_SAMEA4397363_METAG_MIGAGBNJ",1,0,0,1
"TARA_SAMEA2621107_METAG_ANNENPFL",0,0,1,1
"TARA_SAMEA4397627_METAG_PFAFHOHC",0,0,0,1
"TARA_SAMEA4396515_METAG_JGLJJOND",1,0,0,1
"TARA_SAMEA2619815_METAG_OGNGPHHE",0,0,1,1
"TARA_SAMEA2623403_METAG_BFAIBJBD",0,0,1,1
"TARA_SAMEA4398111_METAG_LCAKNCPF",0,0,0,1
"TARA_SAMEA4398193_METAG_HLBDJCNA",0,0,0,1
"TARA_SAMEA4398083_METAG_EIBFECHC",0,0,0,1
"TARA_SAMEA4398027_METAG_PLPCHCNP",1,0,0,1
"TARA_SAMEA2621416_METAG_PLGBNMDK",0,0,0,1
"TARA_SAMEA2621101_METAG_PFIFDIHB",0,0,0,1
"TARA_SAMEA4398168_METAG_EEEDAEIF",0,0,0,1
"TARA_SAMEA4397023_METAG_GPOLAJDG",0,0,0,1
"TARA_SAMEA2622800_METAG_CFACIDDL",0,0,1,1
"TARA_SAMEA4398387_METAG_ILGDMCFO",0,0,0,1
"TARA_SAMEA4398387_METAG_FCMGMIMP",1,0,0,1
"TARA_SAMEA2622677_METAG_KBPPAGFB",0,0,0,1
"TARA_SAMEA4397536_METAG_NIDGFOMJ",0,0,0,1
"TARA_SAMEA4397536_METAG_PPMBDFND",0,0,0,1
"TARA_SAMEA2620227_METAG_PDPEFNBK",0,0,0,1
"TARA_SAMEA2620980_METAG_HLDEJBHE",0,0,0,1
"TARA_SAMEA4397948_METAG_CJELGJCM",0,0,0,1
"TARA_SAMEA2621099_METAG_CCIALLMF",0,0,0,1
"TARA_SAMEA2620991_METAG_NCKFGONK",0,0,0,1
"TARA_SAMEA4398360_METAG_GLLKEDJF",1,0,0,1
"TARA_SAMEA4398360_METAG_BPNDFBAG",0,0,0,1
"TARA_SAMEA4398266_METAG_CIJKCIBB",0,0,0,1
"TARA_SAMEA4397330_METAG_GENHDNHJ",1,0,0,1
"TARA_SAMEA4397586_METAG_HMEMIMBJ",1,0,0,1
"TARA_SAMEA2621564_METAG_PJFFNECB",0,0,1,1
"TARA_SAMEA4397489_METAG_EMMCHIIM",1,0,0,1
"TARA_SAMEA4397489_METAG_PKJFCHJO",1,0,0,1
"TARA_SAMEA4397489_METAG_GPBOHONC",0,0,0,1
"TARA_SAMEA2619854_METAG_DHKPDHFL",0,0,1,1
"TARA_SAMEA2619903_METAG_DMIKMCEE",0,0,1,1
"TARA_SAMEA2621528_METAG_LMPJOJBM",0,0,0,1
"TARA_SAMEA4396988_METAG_FOHKGEEE",0,0,0,1
"TARA_SAMEA4396988_METAG_AFDCNOCA",1,0,0,1
"TARA_SAMEA4397445_METAG_OOOMKIEM",0,0,0,1
"TARA_SAMEA4397445_METAG_JNHKOBNB",0,0,0,1
"TARA_SAMEA4398315_METAG_ODIMHKIJ",0,0,0,1
"TARA_SAMEA4397920_METAG_DFCHONMJ",0,0,0,1
"TARA_SAMEA4397920_METAG_NBNHFLOD",0,0,0,1
"TARA_SAMEA2622716_METAG_KPOBLLMP",0,0,0,1
"TARA_SAMEA2622823_METAG_EBPOBCBI",0,0,0,1
"TARA_SAMEA4397118_METAG_BEODKAND",0,0,0,1
"TARA_SAMEA4397118_METAG_MADEPHFA",0,0,0,1
"TARA_SAMEA4397118_METAG_JPPFBIOG",0,0,0,0
"TARA_SAMEA4397118_METAG_KICMDCJG",0,0,1,1
"TARA_SAMEA2623327_METAG_HEEMADEL",0,0,0,1
"TARA_SAMEA2623327_METAG_HPJGDEEI",0,0,1,1
"TARA_SAMEA2621300_METAG_DLFIIANO",0,0,0,1
"TARA_SAMEA2621300_METAG_FEKOJAOK",1,0,0,1
"TARA_SAMEA4397255_METAG_EGAAMBHP",1,0,0,1
"TARA_SAMEA4397255_METAG_LHBNFFOA",0,0,1,1
"TARA_SAMEA4397255_METAG_NDCCPDEP",0,0,0,1
"TARA_SAMEA4398001_METAG_MAGPKEIF",0,0,1,1
"TARA_SAMEA2619791_METAG_PDHHDEMN",0,0,1,1
"TARA_SAMEA2622212_METAG_LNAPEFEO",0,0,1,1
"TARA_SAMEA2621242_METAG_FGOJGGEL",0,0,0,1
"TARA_SAMEA2621242_METAG_JDPCKNJD",0,0,0,1
"TARA_SAMEA4397747_METAG_FMCKKMMP",0,0,0,1
"TARA_SAMEA2621010_METAG_HIIFMGJH",0,0,0,1
"TARA_SAMEA2621204_METAG_IHADJLAL",0,0,0,1
"TARA_SAMEA4397215_METAG_GAAAIJJK",0,0,0,1
"TARA_SAMEA4397215_METAG_CLAGOLLK",0,0,0,1
"TARA_SAMEA4397215_METAG_ILCOPCBG",0,0,0,1
"TARA_SAMEA4397215_METAG_MECMFAKA",1,0,1,1
"TARA_SAMEA2622678_METAG_IGPHDBBK",0,0,0,1
"TARA_SAMEA2621247_METAG_NOOBCFIB",0,0,0,1
"TARA_SAMEA2621045_METAG_BFFIBILI",0,0,0,1
"TARA_SAMEA2620035_METAG_IGCCHELG",0,0,1,1
"TARA_SAMEA2621859_METAG_LMMJEOCK",0,0,0,0
"TARA_SAMEA2619907_METAG_JNGKLHKE",0,0,0,1
"TARA_SAMEA2623513_METAG_KKMAEAIE",0,0,0,1
"TARA_SAMEA2622149_METAG_NDLLFMCI",0,0,0,1
"TARA_SAMEA2622710_METAG_FHOBMPIE",0,0,0,1
"TARA_SAMEA2623390_METAG_GAKINMBA",0,0,1,1
"TARA_SAMEA2622673_METAG_HGKFMICN",1,0,1,1
"TARA_SAMEA2621551_METAG_PDBJEGFH",0,0,1,1
"TARA_SAMEA2621092_METAG_KFIBCKLI",0,0,1,1
"TARA_SAMEA2621092_METAG_PINFDOMM",0,0,0,1
"TARA_SAMEA2623314_METAG_KAPLAEKP",0,0,1,1
"TARA_SAMEA2622652_METAG_IDAOBJKO",0,0,0,1
"TARA_SAMEA2621839_METAG_APLAGKHB",0,0,0,1
"BGEO_SAMN07136947_METAG_PNJGMBLN",0,0,0,1
"BGEO_SAMN07136632_METAG_OCIPKBPN",1,0,0,1
"BGEO_SAMN07136948_METAG_JCDFMAKF",0,0,0,1
"BGEO_SAMN07136489_METAG_IFLGICPE",1,0,0,1
"MALA_SAMN05422226_METAG_EJEPAIKM",0,0,0,1
"MALA_SAMN05422120_METAG_OJHGHPEI",0,0,1,1
"MALA_SAMN05421555_METAG_CLKOJKMO",0,0,0,1
"TARA_SAMN05326644_METAG_PON00006",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00030",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00023",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00004",0,0,0,1
"MARD_SAMN08886391_SAGS_MMP08886391",0,0,0,1
"MARD_SAMN08886392_SAGS_MMP08886392",0,0,0,1
"MARD_SAMN08886542_SAGS_MMP08886542",0,0,0,1
"MARD_SAMN08886552_SAGS_MMP08886552",0,0,0,1
"MARD_SAMN08730821_REFG_MMP08730821",0,0,0,1
"MARD_SAMN08149906_REFG_MMP08149906",0,0,0,1
"MARD_SAMN08886617_SAGS_MMP08886617",1,0,0,1
"MARD_SAMN08886630_SAGS_MMP08886630",0,0,0,1
"MARD_SAMN08886661_SAGS_MMP08886661",0,0,0,1
"MARD_SAMN09425313_REFG_MMP09425313",0,0,0,1
"MARD_SAMN02745220_REFG_MMP02745220",1,0,1,1
"MARD_SAMN04508135_REFG_MMP04508135",1,0,0,1
"MARD_SAMN04965933_REFG_MMP04965933",0,0,0,1
"MARD_SAMN05001254_REFG_MMP05001254",0,0,0,1
"MARD_SAMN05214263_REFG_MMP05214263",1,0,0,1
"MARD_SAMN05589748_REFG_MMP05589748",0,0,0,1
"MARD_SAMN05928563_REFG_MMP05928563",0,0,0,1
"MARD_SAMD00000377_REFG_MMP00000377",1,0,1,1
"MARD_SAMEA2593984_REFG_MMP2593984",0,0,0,1
"MARD_SAMEA2593998_REFG_MMP2593998",0,0,0,1
"MARD_SAMEA2593999_REFG_MMP2593999",0,0,0,1
"MARD_SAMEA2594000_REFG_MMP2594000",0,0,0,1
"MARD_SAMEA2594003_REFG_MMP2594003",0,0,0,1
"MARD_SAMEA2594035_REFG_MMP2594035",0,0,0,1
"MARD_SAMD00018367_REFG_MMP00018367",0,0,1,1
"MARD_SAMD00019140_REFG_MMP00019140",0,0,0,1
"MARD_SAMD00035723_REFG_MMP00035723",0,0,1,1
"MARD_SAMEA2272788_REFG_MMP2272788",0,0,0,1
"MARD_SAMN02436087_REFG_MMP02436087",0,0,0,1
"MARD_SAMN02436110_REFG_MMP02436110",0,0,0,1
"MARD_SAMN02436161_REFG_MMP02436161",1,0,0,1
"MARD_SAMN02441806_REFG_MMP02441806",0,0,0,1
"MARD_SAMEA1059311_REFG_MMP1059311",0,0,0,1
"MARD_SAMN05417990_REFG_MMP05417990",0,0,0,1
"MARD_SAMN05417996_REFG_MMP05417996",0,0,0,1
"MARD_SAMN05418114_REFG_MMP05418114",0,0,0,1
"MARD_SAMN05418152_REFG_MMP05418152",0,0,0,1
"MARD_SAMN09634893_REFG_MMP09634893",0,0,0,1
"MARD_SAMN08924931_REFG_MMP08924931",1,0,0,1
"MARD_SAMN09381170_REFG_MMP09381170",0,0,0,1
"MARD_SAMN09637541_REFG_MMP09637541",0,0,1,1
"MARD_SAMN09939628_REFG_MMP09939628",0,0,1,1
"MARD_SAMN09939799_REFG_MMP09939799",0,0,1,1
"MARD_SAMN10285743_REFG_MMP10285743",1,0,1,1
"MARD_SAMN10412359_REFG_MMP10412359",0,0,0,1
"MARD_SAMN04487859_REFG_MMP04487859",0,0,0,1
"MARD_SAMN04488043_REFG_MMP04488043",0,0,1,1
"MARD_SAMN04488050_REFG_MMP04488050",1,0,0,1
"MARD_SAMN04490244_REFG_MMP04490244",1,0,1,1
"MARD_SAMN04515673_REFG_MMP04515673",0,0,0,1
"MARD_SAMN05216175_REFG_MMP05216175",0,0,0,1
"MARD_SAMN05216236_REFG_MMP05216236",0,0,0,1
"MARD_SAMN05421848_REFG_MMP05421848",0,0,0,1
"MARD_SAMN05443551_REFG_MMP05443551",1,0,0,1
"MARD_SAMN05444003_REFG_MMP05444003",0,0,0,1
"MARD_SAMN05660686_REFG_MMP05660686",0,0,0,1
"MARD_SAMN05661223_REFG_MMP05661223",0,0,0,1
"MARD_SAMD00028747_REFG_MMP00028747",1,0,0,1
"MARD_SAMEA3495742_REFG_MMP3495742",0,0,0,1
"MARD_SAMEA3530152_REFG_MMP3530152",0,0,1,1
"MARD_SAMEA3531082_REFG_MMP3531082",0,0,0,1
"MARD_SAMEA3531501_REFG_MMP3531501",0,0,0,1
"MARD_SAMEA3532112_REFG_MMP3532112",1,0,0,1
"MARD_SAMN06885536_REFG_MMP06885536",0,0,1,1
"MARD_SAMN08984055_REFG_MMP08984055",0,0,0,1
"MARD_SAMN09074742_REFG_MMP09074742",1,0,0,1
"MARD_SAMN09075496_REFG_MMP09075496",0,0,0,1
"MARD_SAMN09279561_REFG_MMP09279561",0,0,1,1
"MARD_SAMN09522149_REFG_MMP09522149",0,0,0,1
"MARD_SAMN09767465_REFG_MMP09767465",0,0,1,1
"MARD_SAMN10397511_REFG_MMP10397511",0,0,0,1
"MARD_SAMN10430479_REFG_MMP10430479",0,0,0,1
"MARD_SAMN04488245_REFG_MMP04488245",1,0,0,1
"MARD_SAMN04488567_REFG_MMP04488567",0,0,0,1
"MARD_SAMN05418034_REFG_MMP05418034",1,0,0,1
"MARD_SAMN05421742_REFG_MMP05421742",1,0,0,1
"MARD_SAMN05421850_REFG_MMP05421850",0,0,0,1
"MARD_SAMN05444006_REFG_MMP05444006",1,0,0,1
"MARD_SAMN05444358_REFG_MMP05444358",0,0,0,1
"MARD_SAMN05660691_REFG_MMP05660691",0,0,0,1
"MARD_SAMN06134494_REFG_MMP06134494",0,0,0,1
"MARD_SAMN06948887_REFG_MMP06948887",0,0,0,1
"MARD_SAMN05418026_REFG_MMP05418026",0,0,0,1
"MARD_SAMN05418029_REFG_MMP05418029",0,0,0,1
"MARD_SAMN05418050_REFG_MMP05418050",0,0,0,1
"MARD_SAMN05418052_REFG_MMP05418052",0,0,0,1
"MARD_SAMN05418070_REFG_MMP05418070",0,0,0,1
"MARD_SAMN05418078_REFG_MMP05418078",0,0,0,1
"MARD_SAMN06133337_REFG_MMP06133337",0,0,0,1
"TARA_SAMEA4396941_METAG_KAPCODLD",0,0,1,1
"TARA_SAMEA4396941_METAG_DHKNMGLF",0,0,1,1
"TARA_SAMEA4396941_METAG_NDINBEMH",0,0,0,1
"TARA_SAMEA4396941_METAG_HEODMAFM",1,0,0,1
"TARA_SAMEA4397174_METAG_LGPDCMNP",0,0,0,1
"TARA_SAMEA4397174_METAG_PDHHJAIA",0,0,0,1
"TARA_SAMEA4397174_METAG_EHAMDLDF",0,0,1,1
"TARA_SAMEA4397174_METAG_HKOFLECI",0,0,0,1
"TARA_SAMEA4397174_METAG_MOJMLGLL",0,0,1,1
"TARA_SAMEA4397174_METAG_HPIDOFNN",1,0,1,1
"TARA_SAMEA4397174_METAG_IFAOIBIG",0,0,0,1
"TARA_SAMEA2622843_METAG_KEBCGBBG",0,0,0,1
"TARA_SAMEA2620360_METAG_DIGFFDFO",0,0,0,1
"TARA_SAMEA4397815_METAG_DHMFGGFJ",1,0,0,1
"TARA_SAMEA2620039_METAG_JMLJMNOD",0,0,0,1
"TARA_SAMEA2622658_METAG_IDOOOLEA",0,0,0,1
"TARA_SAMEA4396489_METAG_CIGGPLLK",0,0,0,1
"TARA_SAMEA4396489_METAG_FPKKKDHE",1,0,0,1
"TARA_SAMEA4396489_METAG_KDOEEGAJ",0,0,1,1
"TARA_SAMEA4396489_METAG_HIADIDCD",0,0,1,1
"TARA_SAMEA4396489_METAG_JFPKFPED",1,0,1,1
"TARA_SAMEA4396489_METAG_LPGIOKCC",0,0,1,1
"TARA_SAMEA4396489_METAG_ECBNFGIB",0,0,1,1
"TARA_SAMEA4397295_METAG_IJPKGPCH",0,0,0,1
"TARA_SAMEA4397295_METAG_NJJHJPKO",0,0,0,1
"TARA_SAMEA4397295_METAG_MEHMPBIG",1,0,1,1
"TARA_SAMEA4397295_METAG_BEKHEJEB",0,0,1,1
"TARA_SAMEA4397363_METAG_FLDGJHNH",0,0,0,1
"TARA_SAMEA4397363_METAG_FKFIANAM",0,0,0,1
"TARA_SAMEA4397666_METAG_MPHNFEDL",1,0,0,1
"TARA_SAMEA4397666_METAG_DHEKCGJP",0,0,0,1
"TARA_SAMEA2621271_METAG_PIDLIANN",1,0,0,1
"TARA_SAMEA2622331_METAG_IHGANIMO",0,0,0,1
"TARA_SAMEA4397722_METAG_LPHBOEPJ",0,0,0,1
"TARA_SAMEA4397409_METAG_ECAMDNML",0,0,1,1
"TARA_SAMEA4397409_METAG_DKPGOOGN",0,0,0,1
"TARA_SAMEA4397627_METAG_ONLGAJJH",1,0,0,1
"TARA_SAMEA4397627_METAG_ENOJDCEO",1,0,0,1
"TARA_SAMEA4396515_METAG_FFGDBLLE",0,0,0,1
"TARA_SAMEA4396515_METAG_JGLBBOAK",0,0,1,1
"TARA_SAMEA2619815_METAG_KJGMCKED",0,0,0,1
"TARA_SAMEA2619815_METAG_DMDGBMFC",1,0,0,1
"TARA_SAMEA2623403_METAG_ECOFFJOI",0,0,0,1
"TARA_SAMEA4398111_METAG_HKIIPONA",0,0,0,1
"TARA_SAMEA4398193_METAG_OEJBPIMG",1,0,1,1
"TARA_SAMEA4398193_METAG_IGBLKOIC",0,0,0,1
"TARA_SAMEA2620663_METAG_MPFNOACD",0,0,0,1
"TARA_SAMEA2620663_METAG_DKJLPIBM",1,0,1,1
"TARA_SAMEA4398083_METAG_GCKNNNNN",1,0,1,1
"TARA_SAMEA4398027_METAG_DOLBIGEE",0,0,1,1
"TARA_SAMEA4398027_METAG_LPBPLCMG",1,0,1,1
"TARA_SAMEA2620210_METAG_DIIBEKJN",1,0,0,1
"TARA_SAMEA2621229_METAG_BICILOJM",0,0,0,1
"TARA_SAMEA2621101_METAG_LEJMAEPD",0,0,0,1
"TARA_SAMEA2621101_METAG_BONMHGDD",0,0,0,1
"TARA_SAMEA2620925_METAG_DOHBNHKO",1,0,0,1
"TARA_SAMEA2621213_METAG_IEELBDGF",0,0,0,1
"TARA_SAMEA2621213_METAG_MABPLMKK",0,0,0,1
"TARA_SAMEA2621213_METAG_NMMNJHMH",0,0,0,1
"TARA_SAMEA4398238_METAG_DPBPGCOI",1,0,1,1
"TARA_SAMEA4398238_METAG_FABIEFEJ",0,0,0,1
"TARA_SAMEA4398168_METAG_OOJIOBEA",0,0,1,1
"TARA_SAMEA4398168_METAG_BDNHPEGF",1,0,0,1
"TARA_SAMEA4397023_METAG_HFPFIGDI",0,0,0,1
"TARA_SAMEA4397023_METAG_FPCKBFON",0,0,1,1
"TARA_SAMEA4397023_METAG_CJMNMLBC",1,0,0,1
"TARA_SAMEA2619992_METAG_IEDOANKO",0,0,0,1
"TARA_SAMEA4398387_METAG_EGPMIOEA",0,0,0,1
"TARA_SAMEA4398387_METAG_LOJHMMKA",0,0,0,1
"TARA_SAMEA4398387_METAG_KHFOIAHK",0,0,0,1
"TARA_SAMEA2622677_METAG_DGEABAMJ",0,0,1,1
"TARA_SAMEA2622677_METAG_CFNJDENE",0,0,0,1
"TARA_SAMEA4397536_METAG_FFADGMEJ",0,0,1,1
"TARA_SAMEA4397536_METAG_OKGHMGAD",0,0,1,1
"TARA_SAMEA4397536_METAG_PDNELIEM",1,0,1,1
"TARA_SAMEA4397536_METAG_KJFAHLCD",1,0,0,1
"TARA_SAMEA2621020_METAG_CAOAOJKP",0,0,0,1
"TARA_SAMEA2620980_METAG_JFMMAAAF",0,0,1,1
"TARA_SAMEA2620120_METAG_ECKAHCLD",1,0,1,1
"TARA_SAMEA2620812_METAG_GLOLIALI",1,0,1,1
"TARA_SAMEA2620812_METAG_FGHEDPBG",0,0,0,1
"TARA_SAMEA2620812_METAG_IPEONNKC",0,0,0,1
"TARA_SAMEA2621076_METAG_FKHKCELK",0,0,0,1
"TARA_SAMEA2622765_METAG_NBAIIJFA",0,0,0,1
"TARA_SAMEA2622765_METAG_CGEGLBBL",0,0,1,1
"TARA_SAMEA4397948_METAG_KIOAAIIL",0,0,0,1
"TARA_SAMEA2621099_METAG_NDJAMBKM",0,0,0,1
"TARA_SAMEA2620991_METAG_EFGMMHFK",1,0,0,1
"TARA_SAMEA2622685_METAG_IIECJCJF",0,0,0,1
"TARA_SAMEA4398360_METAG_MHEADBLH",1,0,1,1
"TARA_SAMEA4398360_METAG_HOBNAHIN",0,0,0,1
"TARA_SAMEA4398360_METAG_IDAGBOMB",0,0,0,1
"TARA_SAMEA4398266_METAG_ELJLDMBF",1,0,0,1
"TARA_SAMEA4398432_METAG_GHFHDBFI",0,0,0,1
"TARA_SAMEA4397330_METAG_KHDOKGAD",0,0,0,1
"TARA_SAMEA4397330_METAG_EJGDGOHD",0,0,0,1
"TARA_SAMEA4397330_METAG_MONNCGNB",0,0,0,1
"TARA_SAMEA4397330_METAG_OAFLDEIP",0,0,0,1
"TARA_SAMEA2621564_METAG_NFAIGCLO",0,0,0,1
"TARA_SAMEA2622696_METAG_DJMNIKOG",0,0,0,1
"TARA_SAMEA2622696_METAG_HEANALEL",0,0,0,1
"TARA_SAMEA2620256_METAG_FCHHFBPO",0,0,0,1
"TARA_SAMEA4397489_METAG_LJGOPMMD",0,0,0,1
"TARA_SAMEA4397489_METAG_EDMGKINO",0,0,0,1
"TARA_SAMEA4397489_METAG_BKIAPLJA",0,0,0,1
"TARA_SAMEA4397489_METAG_PFMAJPML",0,0,0,1
"TARA_SAMEA2619747_METAG_LMPBDHCL",0,0,0,1
"TARA_SAMEA2622725_METAG_ALFDIHAE",1,0,0,1
"TARA_SAMEA2620384_METAG_HEDLEFBO",0,0,0,1
"TARA_SAMEA2621502_METAG_ELGBFPNP",0,0,0,1
"TARA_SAMEA2619854_METAG_OEONFHLP",0,0,0,1
"TARA_SAMEA2619854_METAG_DAMFOOEB",0,0,0,1
"TARA_SAMEA2621044_METAG_HMLMMMLD",0,0,0,1
"TARA_SAMEA2621528_METAG_LBBCLIJH",0,0,0,1
"TARA_SAMEA4396988_METAG_LGIOJGME",1,0,0,1
"TARA_SAMEA2621191_METAG_NNALOPNJ",0,0,0,1
"TARA_SAMEA2621191_METAG_INFNPDOM",1,0,0,1
"TARA_SAMEA2621191_METAG_EHHGPIAJ",1,0,0,1
"TARA_SAMEA4397445_METAG_NGLEOAMJ",1,0,0,1
"TARA_SAMEA4397445_METAG_CJCKGMME",0,0,0,1
"TARA_SAMEA4397445_METAG_IFGACCDM",0,0,0,1
"TARA_SAMEA4398315_METAG_AFFNKFDC",0,0,0,1
"TARA_SAMEA4397920_METAG_FAGGMEMK",0,0,0,1
"TARA_SAMEA4397920_METAG_GFPOHCNM",1,0,1,1
"TARA_SAMEA4397920_METAG_HCFGADBA",0,0,1,1
"TARA_SAMEA2619950_METAG_CNFEFPFA",0,0,0,1
"TARA_SAMEA2620947_METAG_GJNEMEGN",0,0,0,1
"TARA_SAMEA2622823_METAG_DMBEIDLO",0,0,0,1
"TARA_SAMEA4397118_METAG_LJDKBODE",0,0,0,1
"TARA_SAMEA4397118_METAG_GENFGEGE",0,0,0,1
"TARA_SAMEA4397118_METAG_KIHPEJLN",0,0,0,1
"TARA_SAMEA4397118_METAG_NDKAGOCA",0,0,0,1
"TARA_SAMEA4397118_METAG_CGHFJKKI",1,0,1,1
"TARA_SAMEA2621300_METAG_KDEMKDPA",1,0,0,1
"TARA_SAMEA4397255_METAG_OPJKFNPP",0,0,0,1
"TARA_SAMEA4398001_METAG_ODDBFCGM",0,0,1,1
"TARA_SAMEA4397859_METAG_MNNGMEMD",1,0,0,1
"TARA_SAMEA2619791_METAG_DCGJJMFG",0,0,0,1
"TARA_SAMEA2621242_METAG_IEOMPJEB",0,0,1,1
"TARA_SAMEA2621242_METAG_FJHLPMAM",0,0,0,1
"TARA_SAMEA2621242_METAG_PNDLKBPD",0,0,0,1
"TARA_SAMEA2621151_METAG_LJNEFNIN",0,0,0,1
"TARA_SAMEA2619677_METAG_EHCCPMGB",0,0,0,1
"TARA_SAMEA2619677_METAG_FPNMAJMM",1,0,0,1
"TARA_SAMEA2619779_METAG_OFNFCJDF",0,0,0,1
"TARA_SAMEA2621203_METAG_CNGIBAIJ",0,0,0,1
"TARA_SAMEA2621075_METAG_LDLCMOIO",0,0,0,1
"TARA_SAMEA2622801_METAG_EMDBLGIB",0,0,1,1
"TARA_SAMEA4397772_METAG_KALCKFKL",0,0,0,1
"TARA_SAMEA2621247_METAG_DOJCOOOH",1,0,0,1
"TARA_SAMEA2620035_METAG_PBKGFJIL",0,0,1,1
"TARA_SAMEA2620035_METAG_EGMMDIFA",0,0,0,1
"TARA_SAMEA2622452_METAG_CEPNJCMO",0,0,0,1
"TARA_SAMEA2620815_METAG_BOLMEEMM",0,0,0,1
"TARA_SAMEA2620815_METAG_NJKEIABP",0,0,0,1
"TARA_SAMEA2623463_METAG_JILLCGBA",1,0,0,1
"TARA_SAMEA2623463_METAG_OMLPHLBD",0,0,1,1
"TARA_SAMEA2623463_METAG_EJFDGHLL",0,0,0,1
