,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Group,Completion,Type
MALA_SAMN05422140_METAG_DMBKAHMH,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Actinobacteriota,92.52,MAG
TARA_SAMN05326645_METAG_PSE00039,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Bacteria-Other,86.92,MAG
MARD_SAMN08886510_SAGS_MMP08886510,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Pro,64.58,SAG
MARD_SAMN06140193_REFG_MMP06140193,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,99.47,RefGenome
MARD_SAMEA3872802_REFG_MMP3872802,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,100,RefGenome
MARD_SAMN02261341_REFG_MMP02261341,1,0,1,0,0,1,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Other,99.82,RefGenome
MARD_SAMN02436091_REFG_MMP02436091,1,0,1,0,0,1,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Other,98.93,RefGenome
MARD_SAMN02436130_REFG_MMP02436130,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Bacteroidota,98.32,RefGenome
MARD_SAMN02436164_REFG_MMP02436164,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.44,RefGenome
MARD_SAMN08918410_REFG_MMP08918410,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.64,RefGenome
MARD_SAMEA4707923_REFG_MMP4707923,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Syn,99.5,RefGenome
MARD_SAMD00053328_REFG_MMP00053328,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Firmicutes,99.86,RefGenome
MARD_SAMD00053329_REFG_MMP00053329,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Firmicutes,99.9,RefGenome
MARD_SAMN05216207_REFG_MMP05216207,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Actinobacteriota,99.7,RefGenome
MARD_SAMEA3872803_REFG_MMP3872803,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,99.64,RefGenome
MARD_SAMN02745681_REFG_MMP02745681,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,99.53,RefGenome
MARD_SAMN05421874_REFG_MMP05421874,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Actinobacteriota,98.63,RefGenome
TARA_SAMEA4398111_METAG_GFHMNJCF,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,98.39,MAG
TARA_SAMEA4398027_METAG_FDKLNHGC,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,92.37,MAG
TARA_SAMEA4398168_METAG_NGBJHDBI,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,92,MAG
TARA_SAMEA4397023_METAG_OPBOBABD,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,89.46,MAG
TARA_SAMEA4398387_METAG_OKGACJPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,92.95,MAG
TARA_SAMEA4397051_METAG_PCLNEFKO,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.48,MAG
TARA_SAMEA2620666_METAG_OJMAHLBC,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Other,94.34,MAG
TARA_SAMEA2620756_METAG_MAJFFPAD,1,0,1,0,0,1,0,0,1,0.5,0.75,0.25,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Syn,73.6,MAG
MALA_SAMN05422140_METAG_LOIBJDFA,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,98.94,MAG
MARD_SAMN08794446_REFG_MMP08794446,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,100,RefGenome
MARD_SAMN08886605_SAGS_MMP08886605,0,0,1,0,1,1,0,0,1,0.25,0.5,0.5,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Cyano-Syn,81.24,SAG
MARD_SAMN04965936_REFG_MMP04965936,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.19,RefGenome
MARD_SAMN02436137_REFG_MMP02436137,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.64,RefGenome
MARD_SAMN02436225_REFG_MMP02436225,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.32,RefGenome
MARD_SAMEA104692609_REFG_MMP104692609,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.74,RefGenome
MARD_SAMN05421511_REFG_MMP05421511,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Alpha-Other,100,RefGenome
MARD_SAMN09989089_REFG_MMP09989089,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Rhodobacter,98.96,RefGenome
MARD_SAMN08918503_REFG_MMP08918503,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.48,RefGenome
MARD_SAMN02745781_REFG_MMP02745781,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,97.2,RefGenome
MARD_SAMN05444141_REFG_MMP05444141,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,100,RefGenome
MARD_SAMN05444484_REFG_MMP05444484,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Bacteroidota,99.46,RefGenome
MARD_SAMN09522150_REFG_MMP09522150,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Rhodobacter,99.04,RefGenome
MARD_SAMN05444365_REFG_MMP05444365,0,1,1,0,0,1,0,0,1,0.25,0.5,0.5,0.75,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Actinobacteriota,99.64,RefGenome
MARD_SAMN08568348_REFG_MMP08568348,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Firmicutes,99.8,RefGenome
MALA_SAMN05422120_METAG_PCCIOILD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,79.56,MAG
TARA_SAMEA4396941_METAG_AOBPNINP,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Alpha-Other,78.3,MAG
TARA_SAMEA4397666_METAG_MHPADDOO,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,86.69,MAG
TARA_SAMEA4397586_METAG_OLNPJHKL,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Verrucomicrobiota,97.14,MAG
TARA_SAMEA4397920_METAG_NHFLOOAL,0,1,1,0,1,1,0,1,0,0.5,0.25,1,0.5,0.75,0.75,0,0.333333333333333,1,Alpha-Other,92.17,MAG
TARA_SAMEA4397118_METAG_AANKMKOK,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Planctomycetota,97.43,MAG
TARA_SAMEA2622801_METAG_JBCDELJO,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,96.72,MAG
TARA_SAMEA2623135_METAG_GANIGMCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,89.11,MAG
TARA_SAMEA2621779_METAG_BFIFFBPD,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Syn,92.2,MAG
TARA_SAMEA2621812_METAG_MOHOOAMM,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Syn,92.92,MAG
MALA_SAMN05422140_METAG_JIDOJPBB,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,96.45,MAG
TARA_SAMN05326645_METAG_PSE00010,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,98.65,MAG
TARA_SAMN05326646_METAG_PSW00020,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,98.94,MAG
MARD_SAMN09245781_REFG_MMP09245781,0,1,1,0,0,1,0,0,1,0.25,0.5,0.5,0.75,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Actinobacteriota,100,RefGenome
MARD_SAMN07424250_REFG_MMP07424250,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.21,RefGenome
MARD_SAMN08225564_REFG_MMP08225564,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,97.84,RefGenome
MARD_SAMN08886618_SAGS_MMP08886618,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Syn,74.59,SAG
MARD_SAMEA4034450_REFG_MMP4034450,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,Bacteroidota,99.45,RefGenome
MARD_SAMN02745724_REFG_MMP02745724,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,99.92,RefGenome
MARD_SAMN03084138_REFG_MMP03084138,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,100,RefGenome
MARD_SAMN04957307_REFG_MMP04957307,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.7,RefGenome
MARD_SAMN05818643_REFG_MMP05818643,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Alpha-Other,98.24,RefGenome
MARD_SAMN02436112_REFG_MMP02436112,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,1,0.75,0.333333333333333,0.333333333333333,1,Planctomycetota,97.59,RefGenome
MARD_SAMN02436160_REFG_MMP02436160,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Syn,98.51,RefGenome
MARD_SAMN06265352_REFG_MMP06265352,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,100,RefGenome
MARD_SAMN08783578_REFG_MMP08783578,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Rhodobacter,99.18,RefGenome
MARD_SAMN08918501_REFG_MMP08918501,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.16,RefGenome
MARD_SAMN09932323_REFG_MMP09932323,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Firmicutes,99.43,RefGenome
MARD_SAMN10134656_REFG_MMP10134656,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,Bacteroidota,99.38,RefGenome
MARD_SAMN09273368_REFG_MMP09273368,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,100,RefGenome
MARD_SAMN10231958_REFG_MMP10231958,0,1,1,0,0,1,0,0,1,0.25,0.5,0.5,0.75,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Actinobacteriota,99.64,RefGenome
MARD_SAMN10231959_REFG_MMP10231959,0,1,1,0,0,1,0,0,1,0.25,0.5,0.5,0.75,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Actinobacteriota,100,RefGenome
MARD_SAMN05444149_REFG_MMP05444149,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.48,RefGenome
MARD_SAMEA3522225_REFG_MMP3522225,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.26,RefGenome
MARD_SAMN09684733_REFG_MMP09684733,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.2,RefGenome
MARD_SAMN09989090_REFG_MMP09989090,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.04,RefGenome
MARD_SAMN04488239_REFG_MMP04488239,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.42,RefGenome
MARD_SAMN05418027_REFG_MMP05418027,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,100,RefGenome
MARD_SAMN05418031_REFG_MMP05418031,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,100,RefGenome
MARD_SAMN05418073_REFG_MMP05418073,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,100,RefGenome
MARD_SAMN08324238_REFG_MMP08324238,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Bacteroidota,96.98,RefGenome
MARD_SAMN08912470_REFG_MMP08912470,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Alpha-Other,98.24,RefGenome
TARA_SAMEA4396941_METAG_IJEMMHFI,1,1,0,0,1,1,0,1,0,0.75,0.5,1,0.25,0.75,0.5,0.333333333333333,0,1,Gamma-Other,91.04,MAG
TARA_SAMEA4396941_METAG_CLEKMJLB,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Gamma-Other,94.42,MAG
TARA_SAMEA4397174_METAG_EGMDODDO,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,1,0.75,0.333333333333333,0.333333333333333,1,Planctomycetota,96.85,MAG
TARA_SAMEA2622843_METAG_BIKJDDKO,1,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.25,0.5,0.5,0.333333333333333,0,0.5,Cyano-Syn,63.95,MAG
TARA_SAMEA4396489_METAG_KKGDMKHA,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,92.22,MAG
TARA_SAMEA4397295_METAG_NFMMNHJF,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0.5,0.25,0,0,0.75,Gamma-Other,98.28,MAG
TARA_SAMEA4397295_METAG_PFKAPFFD,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Planctomycetota,98.2,MAG
TARA_SAMEA2621107_METAG_NAIODLKO,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.5,MAG
TARA_SAMEA4397409_METAG_LIEEABDB,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.25,0,0,0.5,Planctomycetota,95.9,MAG
TARA_SAMEA4396515_METAG_COJOLNON,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,83.86,MAG
TARA_SAMEA2619815_METAG_NCFDDDLL,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,1,0.75,0.333333333333333,0.333333333333333,1,Planctomycetota,95.28,MAG
TARA_SAMEA2623403_METAG_OKECKDIK,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.22,MAG
TARA_SAMEA4397023_METAG_NKKALNMO,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.64,MAG
TARA_SAMEA4397536_METAG_KCPGCKGA,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,37.83,MAG
TARA_SAMEA4397536_METAG_DNIJMCBI,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Planctomycetota,98.2,MAG
TARA_SAMEA2620227_METAG_PONKEPAI,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,79.31,MAG
TARA_SAMEA4397051_METAG_BDIOPMOI,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.64,MAG
TARA_SAMEA2620812_METAG_HIEKJCAB,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,98.68,MAG
TARA_SAMEA4398360_METAG_MKMJPMHD,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Planctomycetota,97.84,MAG
TARA_SAMEA2622738_METAG_EAPOPCAE,0,0,1,0,1,0,0,1,0,0.25,0,0.5,0.25,0.25,0.5,0,0.333333333333333,0.5,Gamma-Other,86.25,MAG
TARA_SAMEA4398432_METAG_IFLIFCAK,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.28,MAG
TARA_SAMEA4398432_METAG_EGCBDMCB,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.64,MAG
TARA_SAMEA4397586_METAG_MLANKLIE,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,96.2,MAG
TARA_SAMEA2620967_METAG_GMOMFAHB,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,90.88,MAG
TARA_SAMEA2621502_METAG_LEDOHCBM,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,82.62,MAG
TARA_SAMEA4396988_METAG_MGOBBFJM,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,88.76,MAG
TARA_SAMEA2621191_METAG_JOABIJEI,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.65,MAG
TARA_SAMEA4397118_METAG_BHLMNNKI,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.75,1,0.333333333333333,0.666666666666667,1,Planctomycetota,98.2,MAG
TARA_SAMEA2623327_METAG_OLEOKFCD,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,91.33,MAG
TARA_SAMEA2623327_METAG_CFOJFPKH,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.36,MAG
TARA_SAMEA4397255_METAG_PFEJDDLC,0,1,1,0,1,1,0,1,0,0.5,0.25,1,0.5,0.75,0.75,0,0.333333333333333,1,Alpha-Other,96.58,MAG
TARA_SAMEA4398001_METAG_BPLHNGEK,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,99.64,MAG
TARA_SAMEA4397747_METAG_KPKGLEOG,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Alpha-Other,67.78,MAG
TARA_SAMEA2621075_METAG_HPFDGDJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,80.27,MAG
TARA_SAMEA2622801_METAG_LKEPJGOM,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Verrucomicrobiota,98.94,MAG
TARA_SAMEA2623463_METAG_GNOAPNFG,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0.75,0.5,0,0,0.75,Bacteria-Other,78.32,MAG
TARA_SAMEA2622923_METAG_DNGLHAAI,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,96.96,MAG
TARA_SAMEA2621812_METAG_MDDNJKEB,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Syn,58.58,MAG
TARA_SAMEA2623350_METAG_CMMNJGMG,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,1,0.75,0.333333333333333,0.333333333333333,1,Actinobacteriota,92.91,MAG
BGEO_SAMN07136582_METAG_BIALDHBO,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0.5,0.25,0,0,0.75,Alpha-Other,96.15,MAG
BGEO_SAMN07136617_METAG_FKHCGNDB,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Alpha-Other,99.07,MAG
BGEO_SAMN07136489_METAG_APEOGMHC,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Syn,93.37,MAG
MALA_SAMN05422133_METAG_MPCMMFBL,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,95.62,MAG
MALA_SAMN05422148_METAG_IFLPOAIP,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.75,0,0.333333333333333,0.75,Gamma-Other,99.08,MAG
MALA_SAMN05422120_METAG_DPNIGCJC,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0.25,0,0,0,0.5,Actinobacteriota,88,MAG
MALA_SAMN05422113_METAG_GJFPJHHK,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,98.8,MAG
TARA_SAMN05326646_METAG_PSW00026,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,96.98,MAG
TARA_SAMN05326648_METAG_IOS00013,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Gamma-Other,93.17,MAG
TARA_SAMN05326641_METAG_ANW00019,0,0,1,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Gamma-Other,92.06,MAG
MARD_SAMN08886394_SAGS_MMP08886394,0,0,1,0,1,1,0,0,0,0.25,0.25,0.5,0.5,0.5,0.75,0,0.333333333333333,0.75,Cyano-Pro,63.38,SAG
MARD_SAMN09510546_REFG_MMP09510546,0,1,1,0,0,1,0,0,1,0.25,0.5,0.5,0.75,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Actinobacteriota,92.23,RefGenome
MARD_SAMN06644953_REFG_MMP06644953,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.68,RefGenome
MARD_SAMN08378603_REFG_MMP08378603,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.36,RefGenome
MARD_SAMN08886582_SAGS_MMP08886582,1,0,1,0,0,1,0,0,1,0.5,0.75,0.25,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Syn,91.07,SAG
MARD_SAMN08886585_SAGS_MMP08886585,1,0,0,0,1,1,0,0,1,0.5,0.75,0.5,0.5,0.75,0.75,0.666666666666667,0.333333333333333,0.75,Cyano-Syn,76.84,SAG
MARD_SAMN08886603_SAGS_MMP08886603,1,0,1,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.75,0.333333333333333,0.333333333333333,0.75,Cyano-Syn,57,SAG
MARD_SAMN08886659_SAGS_MMP08886659,1,0,1,0,1,1,0,0,1,0.5,0.75,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,Cyano-Syn,56.76,SAG
MARD_SAMN08944605_REFG_MMP08944605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,100,RefGenome
MARD_SAMN04965930_REFG_MMP04965930,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,99.64,RefGenome
MARD_SAMN04965932_REFG_MMP04965932,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0.25,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,99.32,RefGenome
MARD_SAMN04965934_REFG_MMP04965934,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0.75,0.5,0,0,1,Gamma-Other,99.64,RefGenome
MARD_SAMD00000390_REFG_MMP00000390,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0,0,0,0,0,0.25,Firmicutes,90.18,RefGenome
MARD_SAMD00006053_REFG_MMP00006053,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,Firmicutes,96.13,RefGenome
