V1	V2	V3	V4	V5	V6	V7	V8
143	*	TARA_SAMEA2619399_METAG-scaffold_3563-	K00003	278.03	317.7	5.4e-91	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619399_METAG_DGDCEBNB
144	*	TARA_SAMEA2621287_METAG-scaffold_1704-	K00003	278.03	311.7	3.7e-89	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2621287_METAG_CGCMNBEK
145	*	TARA_SAMEA2621287_METAG-scaffold_14359-	K00003	278.03	303.3	1.3e-86	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2621287_METAG_ACOADIJL
146	*	TARA_SAMEA2621287_METAG-scaffold_23190-	K00003	278.03	289.6	1.7e-82	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2621287_METAG_DPOCFJNA
147	*	TARA_SAMEA2621287_METAG-scaffold_870-	K00003	278.03	309.4	1.8e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2621287_METAG_DFHOEFLD
148	*	TARA_SAMEA2619782_METAG-scaffold_7915-	K00003	278.03	316.8	1e-90	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619782_METAG_ECAOBLKP
149	*	TARA_SAMEA2619782_METAG-scaffold_56073-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619782_METAG_LECKGFMA
150	*	TARA_SAMEA2622690_METAG-scaffold_136-	K00003	278.03	295.8	2.4e-84	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2622690_METAG_HILCFCHB
151	*	TARA_SAMEA2622197_METAG-scaffold_101-	K00003	278.03	306.8	1.1e-87	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2622197_METAG_NOOFNLMA
152	*	TARA_SAMEA2622197_METAG-scaffold_2440-	K00003	278.03	309.8	1.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2622197_METAG_AHIAANGA
153	*	TARA_SAMEA2620097_METAG-scaffold_5544-	K00003	278.03	312.7	1.8e-89	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620097_METAG_PGMGIDIJ
154	*	TARA_SAMEA2620097_METAG-scaffold_1674-	K00003	278.03	318	4.5e-91	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2620097_METAG_HFOEEPHM
155	*	TARA_SAMEA2621037_METAG-scaffold_81-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2621037_METAG_DMONIPKE
156	*	TARA_SAMEA2623919_METAG-scaffold_1925-	K00003	278.03	318.5	3.2e-91	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2623919_METAG_MOCMJJFC
157	*	TARA_SAMEA2619840_METAG-scaffold_1655-	K00003	278.03	296.6	1.4e-84	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2619840_METAG_BEGAPBFN
158	*	TARA_SAMEA2623098_METAG-scaffold_4212-	K00003	278.03	313.4	1.1e-89	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2623098_METAG_FANCJCNI
159	*	TARA_SAMEA2623098_METAG-scaffold_3659-	K00003	278.03	307.4	7.3e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2623098_METAG_JKDPHIMK
160	*	TARA_SAMEA2623098_METAG-scaffold_8546-	K00003	278.03	313	1.5e-89	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA2623098_METAG_EDLKEANA
161	*	TARA_SAMEA4396496_METAG-scaffold_1692-	K00003	278.03	318.6	3e-91	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396496_METAG_MKDOBIDO
162	*	TARA_SAMEA4396424_METAG-scaffold_19410-	K00003	278.03	316.8	1e-90	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396424_METAG_BAEILIPE
163	*	TARA_SAMEA4397072_METAG-scaffold_176-	K00003	278.03	308.4	3.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397072_METAG_PKKNEGIC
164	*	TARA_SAMEA4397355_METAG-scaffold_6667-	K00003	278.03	296.5	1.5e-84	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397355_METAG_EOEANCFO
165	*	TARA_SAMEA4397730_METAG-scaffold_2608-	K00003	278.03	308.4	3.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397730_METAG_NAAGEJKI
166	*	TARA_SAMEA4397730_METAG-scaffold_14012-	K00003	278.03	300.4	9.5e-86	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397730_METAG_PMHLEJPL
167	*	TARA_SAMEA4397730_METAG-scaffold_33-	K00003	278.03	318.1	4.2e-91	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397730_METAG_CGKHBPDI
168	*	TARA_SAMEA4397004_METAG-scaffold_55-	K00003	278.03	308.4	3.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397004_METAG_IHHBJLCI
169	*	TARA_SAMEA4397004_METAG-scaffold_4617-	K00003	278.03	311.7	3.7e-89	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397004_METAG_CJFEJGJC
170	*	TARA_SAMEA4397004_METAG-scaffold_3564-	K00003	278.03	327.2	7.5e-94	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397004_METAG_APGPPGIF
171	*	TARA_SAMEA4397004_METAG-scaffold_5182-	K00003	278.03	318.1	4.2e-91	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4397004_METAG_LJEBNEFA
172	*	TARA_SAMEA4396468_METAG-scaffold_214-	K00003	278.03	311.9	3.1e-89	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396468_METAG_KNBKENOM
173	*	TARA_SAMEA4396468_METAG-scaffold_2760-	K00003	278.03	309.1	2.2e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396468_METAG_KFFPEADN
174	*	TARA_SAMEA4396468_METAG-scaffold_32112-	K00003	278.03	297.2	9e-85	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396468_METAG_JGJJNFOG
175	*	TARA_SAMEA4396468_METAG-scaffold_3497-	K00003	278.03	309.1	2.2e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396468_METAG_PLAPLEME
176	*	TARA_SAMEA4396468_METAG-scaffold_5605-	K00003	278.03	307.7	6e-88	homoserine dehydrogenase [EC:1.1.1.3]	TARA_SAMEA4396468_METAG_OGMFLCOK
177	*	HOTS_SAMN07137056_METAG-scaffold_57-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137056_METAG_LCBDCCBB
178	*	BGEO_SAMN07136587_METAG-scaffold_22-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136587_METAG_DFBAILDJ
179	*	BATS_SAMN07137078_METAG-scaffold_142-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137078_METAG_CCKNAKNE
180	*	BATS_SAMN07137078_METAG-scaffold_2138-	K00003	278.03	307.5	6.8e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137078_METAG_FKGLNMKE
181	*	BATS_SAMN07137078_METAG-scaffold_5946-	K00003	278.03	309.6	1.5e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137078_METAG_LOGCJKGH
182	*	BATS_SAMN07137091_METAG-scaffold_3983-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137091_METAG_LHOEBINA
183	*	HOTS_SAMN07137053_METAG-scaffold_71-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137053_METAG_ANENEFCO
184	*	HOTS_SAMN07137035_METAG-scaffold_2222-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137035_METAG_JFFMLCBK
185	*	BGEO_SAMN07136624_METAG-scaffold_966-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136624_METAG_LMOIGCAF
186	*	BATS_SAMN07137095_METAG-scaffold_3885-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137095_METAG_ODCGBIFA
187	*	BGEO_SAMN07136823_METAG-scaffold_2281-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136823_METAG_KCGOPDAO
188	*	BGEO_SAMN07136704_METAG-scaffold_48-	K00003	278.03	307.7	6.1e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136704_METAG_GGBJBPNJ
189	*	HOTS_SAMN07137057_METAG-scaffold_3-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137057_METAG_MNBHOAGC
190	*	HOTS_SAMN07137057_METAG-scaffold_10-	K00003	278.03	307.6	6.3e-88	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137057_METAG_MGKKCAMH
191	*	HOTS_SAMN07137057_METAG-scaffold_3078-	K00003	278.03	307	9.5e-88	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137057_METAG_LCOLFEPF
192	*	BGEO_SAMN07136546_METAG-scaffold_28-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136546_METAG_FFNCAPFA
193	*	BGEO_SAMN07136546_METAG-scaffold_3873-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136546_METAG_BGNFPFBA
194	*	BGEO_SAMN07136546_METAG-scaffold_2422-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136546_METAG_LNAFOLMO
195	*	BGEO_SAMN07136782_METAG-scaffold_118-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136782_METAG_CBHADLCK
196	*	BGEO_SAMN07136626_METAG-scaffold_1362-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136626_METAG_AAIPAPOF
197	*	BGEO_SAMN07136657_METAG-scaffold_17-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136657_METAG_ABJNJICJ
198	*	BGEO_SAMN07136593_METAG-scaffold_197-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136593_METAG_KMNDHPCA
199	*	BATS_SAMN07137102_METAG-scaffold_3470-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137102_METAG_NDIIBKGA
200	*	BATS_SAMN07137102_METAG-scaffold_3-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137102_METAG_COMJKHCH
201	*	BATS_SAMN07137102_METAG-scaffold_621-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137102_METAG_EPCHDKJO
202	*	BGEO_SAMN07136799_METAG-scaffold_685-	K00003	278.03	324.2	6.2e-93	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136799_METAG_KHPCGMBF
203	*	BGEO_SAMN07136573_METAG-scaffold_505-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136573_METAG_IDHPFGDD
204	*	BGEO_SAMN07136573_METAG-scaffold_2373-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136573_METAG_NCIMDDKK
205	*	BGEO_SAMN07136573_METAG-scaffold_2191-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136573_METAG_MIIAIMDD
206	*	BATS_SAMN07137081_METAG-scaffold_768-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137081_METAG_JOIFECEI
207	*	BATS_SAMN07137123_METAG-scaffold_175-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137123_METAG_IILMAHAI
208	*	BATS_SAMN07137123_METAG-scaffold_612-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137123_METAG_ANBBFANE
209	*	BATS_SAMN07137123_METAG-scaffold_2219-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137123_METAG_INOEJIID
210	*	BATS_SAMN07137123_METAG-scaffold_4507-	K00003	278.03	308.4	3.8e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137123_METAG_NKLJPKGI
211	*	BATS_SAMN07137123_METAG-scaffold_5780-	K00003	278.03	315.4	2.8e-90	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137123_METAG_NKLJPKGI
212	*	BATS_SAMN07137101_METAG-scaffold_1440-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137101_METAG_LGIPJDHD
213	*	BGEO_SAMN07136660_METAG-scaffold_1-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136660_METAG_EPOAIPOL
214	*	BGEO_SAMN07136754_METAG-scaffold_2-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136754_METAG_DJOGDFOL
215	*	BGEO_SAMN07136571_METAG-scaffold_1113-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136571_METAG_ODEHKAKI
216	*	BATS_SAMN07137075_METAG-scaffold_2301-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137075_METAG_KAJODIAH
217	*	BGEO_SAMN07136584_METAG-scaffold_1856-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136584_METAG_HNLCAFCO
218	*	BATS_SAMN08390925_METAG-scaffold_30003-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN08390925_METAG_EPPKNMDE
219	*	BGEO_SAMN07136494_METAG-scaffold_766-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136494_METAG_HJJHBPDL
220	*	BGEO_SAMN07136494_METAG-scaffold_5003-	K00003	278.03	278.9	3e-79	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136494_METAG_FMJOCEKA
221	*	HOTS_SAMN07137012_METAG-scaffold_886-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137012_METAG_OCINBOOF
222	*	BGEO_SAMN07136505_METAG-scaffold_45-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136505_METAG_MNABAJAN
223	*	BGEO_SAMN07136505_METAG-scaffold_713-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136505_METAG_ACEMGJBF
224	*	BGEO_SAMN07136505_METAG-scaffold_1431-	K00003	278.03	319.8	1.3e-91	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136505_METAG_NBMLHIFH
225	*	BGEO_SAMN07136776_METAG-scaffold_2-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136776_METAG_FDBOGOEB
226	*	BGEO_SAMN07136617_METAG-scaffold_3-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136617_METAG_NGMCBEMO
227	*	HOTS_SAMN07137008_METAG-scaffold_4-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137008_METAG_NIANDOBE
228	*	BGEO_SAMN07136707_METAG-scaffold_1409-	K00003	278.03	319.8	1.3e-91	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136707_METAG_BJEBIHMF
229	*	BGEO_SAMN07136763_METAG-scaffold_2084-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136763_METAG_EMJGIKDC
230	*	BGEO_SAMN07136554_METAG-scaffold_1999-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136554_METAG_PIIAGIIC
231	*	BGEO_SAMN07136554_METAG-scaffold_1785-	K00003	278.03	315.4	2.8e-90	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136554_METAG_EMEENAKE
232	*	BGEO_SAMN07136554_METAG-scaffold_2774-	K00003	278.03	307	9.5e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136554_METAG_CGOMMMPG
233	*	HOTS_SAMN07137024_METAG-scaffold_33-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137024_METAG_DJJLAIKL
234	*	HOTS_SAMN07137000_METAG-scaffold_3-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137000_METAG_EKNCPAGH
235	*	HOTS_SAMN07137000_METAG-scaffold_202-	K00003	278.03	307.6	6.3e-88	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137000_METAG_BJGPJLBA
236	*	BGEO_SAMN07136510_METAG-scaffold_2858-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136510_METAG_OHCONFGL
237	*	BGEO_SAMN07136510_METAG-scaffold_83-	K00003	278.03	320.7	7.1e-92	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136510_METAG_BEIAAODB
238	*	BGEO_SAMN07136744_METAG-scaffold_53-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136744_METAG_DAILACLH
239	*	BGEO_SAMN07136647_METAG-scaffold_28-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136647_METAG_NLCGAOOA
240	*	BGEO_SAMN07136616_METAG-scaffold_145-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136616_METAG_LKFMCAJA
241	*	BATS_SAMN07137087_METAG-scaffold_4-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137087_METAG_BPFGOMMN
242	*	BATS_SAMN07137087_METAG-scaffold_2838-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137087_METAG_LCNIEFLK
243	*	BATS_SAMN07137087_METAG-scaffold_4940-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137087_METAG_OEDMHCDA
244	*	BGEO_SAMN07136639_METAG-scaffold_128-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136639_METAG_CAEGINHC
245	*	HOTS_SAMN07137018_METAG-scaffold_1309-	K00003	278.03	307.6	6.5e-88	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137018_METAG_EGGECFAH
246	*	BGEO_SAMN07136635_METAG-scaffold_906-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136635_METAG_OMDAIJME
247	*	BGEO_SAMN07136635_METAG-scaffold_8843-	K00003	278.03	319.5	1.6e-91	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136635_METAG_OEKBJBBO
248	*	BGEO_SAMN07136793_METAG-scaffold_1599-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136793_METAG_MGCDHPAN
249	*	BGEO_SAMN07136518_METAG-scaffold_418-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136518_METAG_ECAIMBFI
250	*	BGEO_SAMN07136518_METAG-scaffold_1670-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136518_METAG_EEKLMDBJ
251	*	BGEO_SAMN07136788_METAG-scaffold_2953-	K00003	278.03	283.7	1.1e-80	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136788_METAG_AOMEOLPJ
252	*	BGEO_SAMN07136509_METAG-scaffold_7-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136509_METAG_BKDGCBPN
253	*	BGEO_SAMN07136509_METAG-scaffold_213-	K00003	278.03	320.7	7.1e-92	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136509_METAG_AHBFBDKE
254	*	HOTS_SAMN07137005_METAG-scaffold_3-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137005_METAG_BJJJACOG
255	*	BGEO_SAMN07136898_METAG-scaffold_777-	K00003	278.03	309.3	2e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136898_METAG_BCOMMNCH
256	*	BGEO_SAMN07136512_METAG-scaffold_3637-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136512_METAG_GFJLNFAN
257	*	BGEO_SAMN07136512_METAG-scaffold_2170-	K00003	278.03	320.7	7.1e-92	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136512_METAG_BDBEBDPK
258	*	BGEO_SAMN07136540_METAG-scaffold_2101-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136540_METAG_HBEHOFII
259	*	BGEO_SAMN07136540_METAG-scaffold_1702-	K00003	278.03	308.4	3.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136540_METAG_MMEAADDK
260	*	BGEO_SAMN07136540_METAG-scaffold_2663-	K00003	278.03	314.7	4.5e-90	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136540_METAG_MOLAGLCB
261	*	BGEO_SAMN07136540_METAG-scaffold_2163-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136540_METAG_LILBOCFH
262	*	BGEO_SAMN07136540_METAG-scaffold_7305-	K00003	278.03	279.2	2.5e-79	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136540_METAG_GIIJPLFH
263	*	BGEO_SAMN07136715_METAG-scaffold_1269-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136715_METAG_INMNMNFJ
264	*	BGEO_SAMN07136521_METAG-scaffold_815-	K00003	278.03	314.5	5.2e-90	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136521_METAG_EHJMFPFP
265	*	BGEO_SAMN07136956_METAG-scaffold_1952-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136956_METAG_FLDOBHNO
266	*	BATS_SAMN07137084_METAG-scaffold_100-	K00003	278.03	308.8	2.9e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137084_METAG_ILIDLFPI
267	*	BATS_SAMN07137084_METAG-scaffold_277-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137084_METAG_BKGHHDIE
268	*	BATS_SAMN07137084_METAG-scaffold_89-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137084_METAG_OHMOCKBJ
269	*	BATS_SAMN07137084_METAG-scaffold_1921-	K00003	278.03	314.9	4e-90	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137084_METAG_KMBAKFGJ
270	*	BATS_SAMN07137121_METAG-scaffold_3963-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137121_METAG_MJJLKEAI
271	*	HOTS_SAMN07137026_METAG-scaffold_2-	K00003	278.03	305.7	2.4e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137026_METAG_MFABCEAI
272	*	BATS_SAMN07137074_METAG-scaffold_2439-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137074_METAG_IMLDABME
273	*	BGEO_SAMN07136492_METAG-scaffold_250-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136492_METAG_ENPGIJIN
274	*	BGEO_SAMN07136492_METAG-scaffold_2121-	K00003	278.03	316.8	1e-90	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136492_METAG_CCFJDOKP
275	*	BGEO_SAMN07136961_METAG-scaffold_57063-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136961_METAG_DIJKKHNN
276	*	BGEO_SAMN07136641_METAG-scaffold_112-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136641_METAG_FKPOKBAH
277	*	BGEO_SAMN07136641_METAG-scaffold_27-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136641_METAG_NEJDFNEI
278	*	BGEO_SAMN07136641_METAG-scaffold_663-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136641_METAG_FNCNJBPL
279	*	HOTS_SAMN07137021_METAG-scaffold_9-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137021_METAG_CJGEJCEJ
280	*	BATS_SAMN07137099_METAG-scaffold_72-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137099_METAG_JIHFNIGF
281	*	BATS_SAMN07137099_METAG-scaffold_334-	K00003	278.03	308.5	3.4e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137099_METAG_KBCHOIPA
282	*	BATS_SAMN07137099_METAG-scaffold_1819-	K00003	278.03	307.5	6.6e-88	homoserine dehydrogenase [EC:1.1.1.3]	BATS_SAMN07137099_METAG_MFELMAGD
283	*	BGEO_SAMN07136684_METAG-scaffold_15-	K00003	278.03	306.2	1.6e-87	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136684_METAG_JMKLPPNG
284	*	BGEO_SAMN07136684_METAG-scaffold_911-	K00003	278.03	316.8	1e-90	homoserine dehydrogenase [EC:1.1.1.3]	BGEO_SAMN07136684_METAG_KKPAALAF
285	*	HOTS_SAMN07137049_METAG-scaffold_76-	K00003	278.03	305.7	2.3e-87	homoserine dehydrogenase [EC:1.1.1.3]	HOTS_SAMN07137049_METAG_MIGPGMPE
