"","Step1:K01740","Step1:met17_align","Step2:K17285"
"MARD_SAMN04488360_REFG_MMP04488360",0,1,0
"MARD_SAMN05418166_REFG_MMP05418166",1,1,0
"MARD_SAMN05444007_REFG_MMP05444007",1,1,1
"MARD_SAMN05444413_REFG_MMP05444413",1,1,1
"MARD_SAMN05582966_REFG_MMP05582966",1,1,0
"MARD_SAMN08470889_REFG_MMP08470889",0,0,0
"MARD_SAMN09388146_REFG_MMP09388146",1,1,0
"MARD_SAMN09469620_REFG_MMP09469620",1,1,0
"MARD_SAMN06133340_REFG_MMP06133340",1,1,0
"TARA_SAMEA2621033_METAG_BDPDKECI",1,1,0
"TARA_SAMEA4396941_METAG_KLBPAJAD",1,1,0
"TARA_SAMEA4396941_METAG_FIKOMDNM",1,1,0
"TARA_SAMEA4396941_METAG_NMOKIAAF",1,1,1
"TARA_SAMEA4396941_METAG_FFMEDCBF",1,1,0
"TARA_SAMEA4396941_METAG_JJKLBFKP",1,1,0
"TARA_SAMEA4396941_METAG_FLOPKAHB",1,1,1
"TARA_SAMEA4396941_METAG_IEKADHHE",1,1,0
"TARA_SAMEA4396941_METAG_JNFLMIMJ",1,1,0
"TARA_SAMEA4396941_METAG_KHPFJDKB",0,1,0
"TARA_SAMEA4397174_METAG_IGCEIJFB",1,1,0
"TARA_SAMEA4397174_METAG_HFHLPNOL",0,1,0
"TARA_SAMEA4397174_METAG_PAOCLOOI",1,1,1
"TARA_SAMEA4397174_METAG_OLMHMLCA",1,1,0
"TARA_SAMEA4397174_METAG_ILOADGDN",1,1,0
"TARA_SAMEA4397174_METAG_BMIOLAFD",1,1,1
"TARA_SAMEA4397815_METAG_MGOOMLHG",1,1,0
"TARA_SAMEA4397815_METAG_KGKDLCCI",1,1,0
"TARA_SAMEA4396489_METAG_JENLENIG",1,1,0
"TARA_SAMEA4396489_METAG_PJHDHIHO",1,1,0
"TARA_SAMEA4396489_METAG_OFBBDPAO",1,1,0
"TARA_SAMEA4397295_METAG_BNIBEGDP",0,1,0
"TARA_SAMEA4397295_METAG_PNLAEKMH",1,1,0
"TARA_SAMEA4397295_METAG_NOICPOFE",1,1,0
"TARA_SAMEA4397295_METAG_NPECDEII",1,1,0
"TARA_SAMEA4397295_METAG_IEPIMNLC",1,1,0
"TARA_SAMEA4397363_METAG_IPJBEJHI",0,1,0
"TARA_SAMEA4397363_METAG_PEIHIEPH",1,1,0
"TARA_SAMEA4397363_METAG_OEELJFIL",0,1,0
"TARA_SAMEA4397363_METAG_MIGAGBNJ",1,1,0
"TARA_SAMEA2621107_METAG_ANNENPFL",1,1,0
"TARA_SAMEA4397627_METAG_PFAFHOHC",1,1,0
"TARA_SAMEA4396515_METAG_JGLJJOND",1,1,0
"TARA_SAMEA2619815_METAG_OGNGPHHE",1,1,0
"TARA_SAMEA2623403_METAG_BFAIBJBD",1,1,0
"TARA_SAMEA4398111_METAG_LCAKNCPF",0,1,0
"TARA_SAMEA4398193_METAG_HLBDJCNA",1,1,0
"TARA_SAMEA4398083_METAG_EIBFECHC",1,1,0
"TARA_SAMEA4398027_METAG_PLPCHCNP",1,1,0
"TARA_SAMEA2621416_METAG_PLGBNMDK",1,1,0
"TARA_SAMEA2621101_METAG_PFIFDIHB",1,1,0
"TARA_SAMEA4398168_METAG_EEEDAEIF",1,1,0
"TARA_SAMEA4397023_METAG_GPOLAJDG",1,1,0
"TARA_SAMEA2622800_METAG_CFACIDDL",0,1,0
"TARA_SAMEA4398387_METAG_ILGDMCFO",1,1,0
"TARA_SAMEA4398387_METAG_FCMGMIMP",1,1,0
"TARA_SAMEA2622677_METAG_KBPPAGFB",1,1,0
"TARA_SAMEA4397536_METAG_NIDGFOMJ",0,1,0
"TARA_SAMEA4397536_METAG_PPMBDFND",1,1,0
"TARA_SAMEA2620227_METAG_PDPEFNBK",1,1,0
"TARA_SAMEA2620980_METAG_HLDEJBHE",0,1,0
"TARA_SAMEA4397948_METAG_CJELGJCM",1,1,0
"TARA_SAMEA2621099_METAG_CCIALLMF",1,1,0
"TARA_SAMEA2620991_METAG_NCKFGONK",1,1,0
"TARA_SAMEA4398360_METAG_GLLKEDJF",1,1,0
"TARA_SAMEA4398360_METAG_BPNDFBAG",1,1,0
"TARA_SAMEA4398266_METAG_CIJKCIBB",0,1,0
"TARA_SAMEA4397330_METAG_GENHDNHJ",1,1,0
"TARA_SAMEA4397586_METAG_HMEMIMBJ",1,1,0
"TARA_SAMEA2621564_METAG_PJFFNECB",1,1,0
"TARA_SAMEA4397489_METAG_EMMCHIIM",1,1,0
"TARA_SAMEA4397489_METAG_PKJFCHJO",1,1,0
"TARA_SAMEA4397489_METAG_GPBOHONC",0,1,0
"TARA_SAMEA2619854_METAG_DHKPDHFL",1,1,0
"TARA_SAMEA2619903_METAG_DMIKMCEE",1,1,0
"TARA_SAMEA2621528_METAG_LMPJOJBM",1,1,0
"TARA_SAMEA4396988_METAG_FOHKGEEE",0,1,0
"TARA_SAMEA4396988_METAG_AFDCNOCA",1,1,0
"TARA_SAMEA4397445_METAG_OOOMKIEM",0,1,0
"TARA_SAMEA4397445_METAG_JNHKOBNB",1,1,0
"TARA_SAMEA4398315_METAG_ODIMHKIJ",1,1,0
"TARA_SAMEA4397920_METAG_DFCHONMJ",1,1,1
"TARA_SAMEA4397920_METAG_NBNHFLOD",1,1,0
"TARA_SAMEA2622716_METAG_KPOBLLMP",0,1,0
"TARA_SAMEA2622823_METAG_EBPOBCBI",0,1,0
"TARA_SAMEA4397118_METAG_BEODKAND",1,1,0
"TARA_SAMEA4397118_METAG_MADEPHFA",0,1,0
"TARA_SAMEA4397118_METAG_JPPFBIOG",0,0,0
"TARA_SAMEA4397118_METAG_KICMDCJG",0,1,0
"TARA_SAMEA2623327_METAG_HEEMADEL",0,1,0
"TARA_SAMEA2623327_METAG_HPJGDEEI",1,1,0
"TARA_SAMEA2621300_METAG_DLFIIANO",0,1,0
"TARA_SAMEA2621300_METAG_FEKOJAOK",1,1,0
"TARA_SAMEA4397255_METAG_EGAAMBHP",1,1,0
"TARA_SAMEA4397255_METAG_LHBNFFOA",1,1,0
"TARA_SAMEA4397255_METAG_NDCCPDEP",1,1,0
"TARA_SAMEA4398001_METAG_MAGPKEIF",1,1,0
"TARA_SAMEA2619791_METAG_PDHHDEMN",1,1,0
"TARA_SAMEA2622212_METAG_LNAPEFEO",0,1,0
"TARA_SAMEA2621242_METAG_FGOJGGEL",1,1,0
"TARA_SAMEA2621242_METAG_JDPCKNJD",0,1,0
"TARA_SAMEA4397747_METAG_FMCKKMMP",1,1,0
"TARA_SAMEA2621010_METAG_HIIFMGJH",1,1,0
"TARA_SAMEA2621204_METAG_IHADJLAL",0,1,0
"TARA_SAMEA4397215_METAG_GAAAIJJK",1,1,0
"TARA_SAMEA4397215_METAG_CLAGOLLK",1,1,1
"TARA_SAMEA4397215_METAG_ILCOPCBG",1,1,0
"TARA_SAMEA4397215_METAG_MECMFAKA",1,1,1
"TARA_SAMEA2622678_METAG_IGPHDBBK",1,1,0
"TARA_SAMEA2621247_METAG_NOOBCFIB",1,1,0
"TARA_SAMEA2621045_METAG_BFFIBILI",0,1,0
"TARA_SAMEA2620035_METAG_IGCCHELG",1,1,0
"TARA_SAMEA2621859_METAG_LMMJEOCK",0,0,0
"TARA_SAMEA2619907_METAG_JNGKLHKE",0,1,0
"TARA_SAMEA2623513_METAG_KKMAEAIE",0,1,0
"TARA_SAMEA2622149_METAG_NDLLFMCI",0,1,0
"TARA_SAMEA2622710_METAG_FHOBMPIE",0,1,0
"TARA_SAMEA2623390_METAG_GAKINMBA",1,1,0
"TARA_SAMEA2622673_METAG_HGKFMICN",1,1,0
"TARA_SAMEA2621551_METAG_PDBJEGFH",0,1,0
"TARA_SAMEA2621092_METAG_KFIBCKLI",1,1,0
"TARA_SAMEA2621092_METAG_PINFDOMM",1,1,0
"TARA_SAMEA2623314_METAG_KAPLAEKP",0,1,0
"TARA_SAMEA2622652_METAG_IDAOBJKO",1,1,0
"TARA_SAMEA2621839_METAG_APLAGKHB",1,1,0
"BGEO_SAMN07136947_METAG_PNJGMBLN",1,1,0
"BGEO_SAMN07136632_METAG_OCIPKBPN",0,1,0
"BGEO_SAMN07136948_METAG_JCDFMAKF",1,1,0
"BGEO_SAMN07136489_METAG_IFLGICPE",1,1,0
"MALA_SAMN05422226_METAG_EJEPAIKM",0,1,0
"MALA_SAMN05422120_METAG_OJHGHPEI",0,1,0
"MALA_SAMN05421555_METAG_CLKOJKMO",0,1,0
"TARA_SAMN05326644_METAG_PON00006",1,1,0
"TARA_SAMN05326646_METAG_PSW00030",0,1,0
"TARA_SAMN05326648_METAG_IOS00023",1,1,0
"TARA_SAMN05326641_METAG_ANW00004",1,1,0
"MARD_SAMN08886391_SAGS_MMP08886391",0,1,0
"MARD_SAMN08886392_SAGS_MMP08886392",0,1,0
"MARD_SAMN08886542_SAGS_MMP08886542",1,1,0
"MARD_SAMN08886552_SAGS_MMP08886552",1,1,0
"MARD_SAMN08730821_REFG_MMP08730821",1,1,0
"MARD_SAMN08149906_REFG_MMP08149906",1,1,0
"MARD_SAMN08886617_SAGS_MMP08886617",1,1,0
"MARD_SAMN08886630_SAGS_MMP08886630",1,1,0
"MARD_SAMN08886661_SAGS_MMP08886661",0,1,0
"MARD_SAMN09425313_REFG_MMP09425313",1,1,0
"MARD_SAMN02745220_REFG_MMP02745220",1,1,0
"MARD_SAMN04508135_REFG_MMP04508135",1,1,0
"MARD_SAMN04965933_REFG_MMP04965933",1,1,0
"MARD_SAMN05001254_REFG_MMP05001254",1,1,0
"MARD_SAMN05214263_REFG_MMP05214263",1,1,1
"MARD_SAMN05589748_REFG_MMP05589748",1,1,0
"MARD_SAMN05928563_REFG_MMP05928563",1,1,0
"MARD_SAMD00000377_REFG_MMP00000377",1,1,0
"MARD_SAMEA2593984_REFG_MMP2593984",1,1,0
"MARD_SAMEA2593998_REFG_MMP2593998",1,1,0
"MARD_SAMEA2593999_REFG_MMP2593999",1,1,0
"MARD_SAMEA2594000_REFG_MMP2594000",1,1,0
"MARD_SAMEA2594003_REFG_MMP2594003",1,1,0
"MARD_SAMEA2594035_REFG_MMP2594035",1,1,0
"MARD_SAMD00018367_REFG_MMP00018367",0,1,0
"MARD_SAMD00019140_REFG_MMP00019140",1,1,0
"MARD_SAMD00035723_REFG_MMP00035723",0,1,0
"MARD_SAMEA2272788_REFG_MMP2272788",1,1,0
"MARD_SAMN02436087_REFG_MMP02436087",1,1,0
"MARD_SAMN02436110_REFG_MMP02436110",1,1,0
"MARD_SAMN02436161_REFG_MMP02436161",1,1,1
"MARD_SAMN02441806_REFG_MMP02441806",1,1,0
"MARD_SAMEA1059311_REFG_MMP1059311",1,1,1
"MARD_SAMN05417990_REFG_MMP05417990",1,1,0
"MARD_SAMN05417996_REFG_MMP05417996",1,1,0
"MARD_SAMN05418114_REFG_MMP05418114",0,1,0
"MARD_SAMN05418152_REFG_MMP05418152",1,1,0
"MARD_SAMN09634893_REFG_MMP09634893",1,1,0
"MARD_SAMN08924931_REFG_MMP08924931",1,1,0
"MARD_SAMN09381170_REFG_MMP09381170",0,1,0
"MARD_SAMN09637541_REFG_MMP09637541",0,1,0
"MARD_SAMN09939628_REFG_MMP09939628",0,1,0
"MARD_SAMN09939799_REFG_MMP09939799",1,1,0
"MARD_SAMN10285743_REFG_MMP10285743",1,1,0
"MARD_SAMN10412359_REFG_MMP10412359",1,1,0
"MARD_SAMN04487859_REFG_MMP04487859",1,1,0
"MARD_SAMN04488043_REFG_MMP04488043",1,1,0
"MARD_SAMN04488050_REFG_MMP04488050",0,1,0
"MARD_SAMN04490244_REFG_MMP04490244",1,1,1
"MARD_SAMN04515673_REFG_MMP04515673",1,1,0
"MARD_SAMN05216175_REFG_MMP05216175",1,1,0
"MARD_SAMN05216236_REFG_MMP05216236",1,1,1
"MARD_SAMN05421848_REFG_MMP05421848",0,1,0
"MARD_SAMN05443551_REFG_MMP05443551",1,1,1
"MARD_SAMN05444003_REFG_MMP05444003",1,1,1
"MARD_SAMN05660686_REFG_MMP05660686",1,1,0
"MARD_SAMN05661223_REFG_MMP05661223",1,1,0
"MARD_SAMD00028747_REFG_MMP00028747",1,1,1
"MARD_SAMEA3495742_REFG_MMP3495742",1,1,1
"MARD_SAMEA3530152_REFG_MMP3530152",1,1,0
"MARD_SAMEA3531082_REFG_MMP3531082",1,1,0
"MARD_SAMEA3531501_REFG_MMP3531501",1,1,0
"MARD_SAMEA3532112_REFG_MMP3532112",1,1,0
"MARD_SAMN06885536_REFG_MMP06885536",1,1,0
"MARD_SAMN08984055_REFG_MMP08984055",0,1,0
"MARD_SAMN09074742_REFG_MMP09074742",1,1,1
"MARD_SAMN09075496_REFG_MMP09075496",1,1,0
"MARD_SAMN09279561_REFG_MMP09279561",1,1,0
"MARD_SAMN09522149_REFG_MMP09522149",1,1,0
"MARD_SAMN09767465_REFG_MMP09767465",0,1,0
"MARD_SAMN10397511_REFG_MMP10397511",1,1,0
"MARD_SAMN10430479_REFG_MMP10430479",1,1,0
"MARD_SAMN04488245_REFG_MMP04488245",0,1,0
"MARD_SAMN04488567_REFG_MMP04488567",1,1,0
"MARD_SAMN05418034_REFG_MMP05418034",1,1,0
"MARD_SAMN05421742_REFG_MMP05421742",1,1,0
"MARD_SAMN05421850_REFG_MMP05421850",1,1,0
"MARD_SAMN05444006_REFG_MMP05444006",1,1,0
"MARD_SAMN05444358_REFG_MMP05444358",1,1,1
"MARD_SAMN05660691_REFG_MMP05660691",0,1,0
"MARD_SAMN06134494_REFG_MMP06134494",0,1,0
"MARD_SAMN06948887_REFG_MMP06948887",1,1,0
"MARD_SAMN05418026_REFG_MMP05418026",1,1,0
"MARD_SAMN05418029_REFG_MMP05418029",1,1,0
"MARD_SAMN05418050_REFG_MMP05418050",1,1,0
"MARD_SAMN05418052_REFG_MMP05418052",1,1,0
"MARD_SAMN05418070_REFG_MMP05418070",1,1,0
"MARD_SAMN05418078_REFG_MMP05418078",1,1,0
"MARD_SAMN06133337_REFG_MMP06133337",0,1,0
"TARA_SAMEA4396941_METAG_KAPCODLD",1,1,0
"TARA_SAMEA4396941_METAG_DHKNMGLF",1,1,0
"TARA_SAMEA4396941_METAG_NDINBEMH",1,1,0
"TARA_SAMEA4396941_METAG_HEODMAFM",0,1,1
"TARA_SAMEA4397174_METAG_LGPDCMNP",1,1,0
"TARA_SAMEA4397174_METAG_PDHHJAIA",1,1,0
"TARA_SAMEA4397174_METAG_EHAMDLDF",0,1,0
"TARA_SAMEA4397174_METAG_HKOFLECI",1,1,0
"TARA_SAMEA4397174_METAG_MOJMLGLL",1,1,0
"TARA_SAMEA4397174_METAG_HPIDOFNN",1,1,0
"TARA_SAMEA4397174_METAG_IFAOIBIG",0,1,0
"TARA_SAMEA2622843_METAG_KEBCGBBG",1,1,0
"TARA_SAMEA2620360_METAG_DIGFFDFO",1,1,0
"TARA_SAMEA4397815_METAG_DHMFGGFJ",1,1,0
"TARA_SAMEA2620039_METAG_JMLJMNOD",0,1,0
"TARA_SAMEA2622658_METAG_IDOOOLEA",0,1,0
"TARA_SAMEA4396489_METAG_CIGGPLLK",1,1,0
"TARA_SAMEA4396489_METAG_FPKKKDHE",1,1,0
"TARA_SAMEA4396489_METAG_KDOEEGAJ",1,1,0
"TARA_SAMEA4396489_METAG_HIADIDCD",1,1,0
"TARA_SAMEA4396489_METAG_JFPKFPED",1,1,0
"TARA_SAMEA4396489_METAG_LPGIOKCC",1,1,0
"TARA_SAMEA4396489_METAG_ECBNFGIB",1,1,0
"TARA_SAMEA4397295_METAG_IJPKGPCH",0,1,0
"TARA_SAMEA4397295_METAG_NJJHJPKO",0,1,0
"TARA_SAMEA4397295_METAG_MEHMPBIG",1,1,0
"TARA_SAMEA4397295_METAG_BEKHEJEB",1,1,0
"TARA_SAMEA4397363_METAG_FLDGJHNH",1,1,1
"TARA_SAMEA4397363_METAG_FKFIANAM",1,1,0
"TARA_SAMEA4397666_METAG_MPHNFEDL",1,1,0
"TARA_SAMEA4397666_METAG_DHEKCGJP",1,1,0
"TARA_SAMEA2621271_METAG_PIDLIANN",1,1,0
"TARA_SAMEA2622331_METAG_IHGANIMO",1,1,0
"TARA_SAMEA4397722_METAG_LPHBOEPJ",1,1,0
"TARA_SAMEA4397409_METAG_ECAMDNML",1,1,1
"TARA_SAMEA4397409_METAG_DKPGOOGN",0,1,0
"TARA_SAMEA4397627_METAG_ONLGAJJH",1,1,0
"TARA_SAMEA4397627_METAG_ENOJDCEO",1,1,0
"TARA_SAMEA4396515_METAG_FFGDBLLE",1,1,0
"TARA_SAMEA4396515_METAG_JGLBBOAK",1,1,0
"TARA_SAMEA2619815_METAG_KJGMCKED",1,1,0
"TARA_SAMEA2619815_METAG_DMDGBMFC",1,1,0
"TARA_SAMEA2623403_METAG_ECOFFJOI",1,1,1
"TARA_SAMEA4398111_METAG_HKIIPONA",1,1,0
"TARA_SAMEA4398193_METAG_OEJBPIMG",1,1,1
"TARA_SAMEA4398193_METAG_IGBLKOIC",1,1,1
"TARA_SAMEA2620663_METAG_MPFNOACD",1,1,0
"TARA_SAMEA2620663_METAG_DKJLPIBM",1,1,0
"TARA_SAMEA4398083_METAG_GCKNNNNN",1,1,1
"TARA_SAMEA4398027_METAG_DOLBIGEE",1,1,0
"TARA_SAMEA4398027_METAG_LPBPLCMG",1,1,1
"TARA_SAMEA2620210_METAG_DIIBEKJN",1,1,0
"TARA_SAMEA2621229_METAG_BICILOJM",1,1,0
"TARA_SAMEA2621101_METAG_LEJMAEPD",0,1,0
"TARA_SAMEA2621101_METAG_BONMHGDD",0,1,0
"TARA_SAMEA2620925_METAG_DOHBNHKO",1,1,0
"TARA_SAMEA2621213_METAG_IEELBDGF",1,1,0
"TARA_SAMEA2621213_METAG_MABPLMKK",1,1,0
"TARA_SAMEA2621213_METAG_NMMNJHMH",0,1,0
"TARA_SAMEA4398238_METAG_DPBPGCOI",1,1,0
"TARA_SAMEA4398238_METAG_FABIEFEJ",0,1,0
"TARA_SAMEA4398168_METAG_OOJIOBEA",1,1,0
"TARA_SAMEA4398168_METAG_BDNHPEGF",1,1,0
"TARA_SAMEA4397023_METAG_HFPFIGDI",1,1,0
"TARA_SAMEA4397023_METAG_FPCKBFON",1,1,0
"TARA_SAMEA4397023_METAG_CJMNMLBC",1,1,0
"TARA_SAMEA2619992_METAG_IEDOANKO",0,1,0
"TARA_SAMEA4398387_METAG_EGPMIOEA",1,1,0
"TARA_SAMEA4398387_METAG_LOJHMMKA",1,1,0
"TARA_SAMEA4398387_METAG_KHFOIAHK",1,1,0
"TARA_SAMEA2622677_METAG_DGEABAMJ",0,1,0
"TARA_SAMEA2622677_METAG_CFNJDENE",0,1,0
"TARA_SAMEA4397536_METAG_FFADGMEJ",1,1,0
"TARA_SAMEA4397536_METAG_OKGHMGAD",1,1,0
"TARA_SAMEA4397536_METAG_PDNELIEM",1,1,1
"TARA_SAMEA4397536_METAG_KJFAHLCD",1,1,0
"TARA_SAMEA2621020_METAG_CAOAOJKP",0,1,0
"TARA_SAMEA2620980_METAG_JFMMAAAF",0,1,0
"TARA_SAMEA2620120_METAG_ECKAHCLD",1,1,0
"TARA_SAMEA2620812_METAG_GLOLIALI",1,1,0
"TARA_SAMEA2620812_METAG_FGHEDPBG",1,1,0
"TARA_SAMEA2620812_METAG_IPEONNKC",1,1,0
"TARA_SAMEA2621076_METAG_FKHKCELK",0,1,0
"TARA_SAMEA2622765_METAG_NBAIIJFA",1,1,0
"TARA_SAMEA2622765_METAG_CGEGLBBL",0,1,0
"TARA_SAMEA4397948_METAG_KIOAAIIL",0,1,1
"TARA_SAMEA2621099_METAG_NDJAMBKM",0,1,0
"TARA_SAMEA2620991_METAG_EFGMMHFK",0,1,0
"TARA_SAMEA2622685_METAG_IIECJCJF",1,1,0
"TARA_SAMEA4398360_METAG_MHEADBLH",1,1,1
"TARA_SAMEA4398360_METAG_HOBNAHIN",1,1,0
"TARA_SAMEA4398360_METAG_IDAGBOMB",1,1,0
"TARA_SAMEA4398266_METAG_ELJLDMBF",1,1,0
"TARA_SAMEA4398432_METAG_GHFHDBFI",0,1,0
"TARA_SAMEA4397330_METAG_KHDOKGAD",1,1,0
"TARA_SAMEA4397330_METAG_EJGDGOHD",1,1,0
"TARA_SAMEA4397330_METAG_MONNCGNB",1,1,0
"TARA_SAMEA4397330_METAG_OAFLDEIP",0,1,0
"TARA_SAMEA2621564_METAG_NFAIGCLO",0,1,0
"TARA_SAMEA2622696_METAG_DJMNIKOG",1,1,0
"TARA_SAMEA2622696_METAG_HEANALEL",1,1,0
"TARA_SAMEA2620256_METAG_FCHHFBPO",1,1,0
"TARA_SAMEA4397489_METAG_LJGOPMMD",1,1,0
"TARA_SAMEA4397489_METAG_EDMGKINO",1,1,0
"TARA_SAMEA4397489_METAG_BKIAPLJA",1,1,0
"TARA_SAMEA4397489_METAG_PFMAJPML",0,1,0
"TARA_SAMEA2619747_METAG_LMPBDHCL",1,1,0
"TARA_SAMEA2622725_METAG_ALFDIHAE",1,1,0
"TARA_SAMEA2620384_METAG_HEDLEFBO",1,1,0
"TARA_SAMEA2621502_METAG_ELGBFPNP",0,1,0
"TARA_SAMEA2619854_METAG_OEONFHLP",1,1,0
"TARA_SAMEA2619854_METAG_DAMFOOEB",0,1,0
"TARA_SAMEA2621044_METAG_HMLMMMLD",0,1,0
"TARA_SAMEA2621528_METAG_LBBCLIJH",0,1,0
"TARA_SAMEA4396988_METAG_LGIOJGME",1,1,0
"TARA_SAMEA2621191_METAG_NNALOPNJ",1,1,1
"TARA_SAMEA2621191_METAG_INFNPDOM",1,1,0
"TARA_SAMEA2621191_METAG_EHHGPIAJ",1,1,1
"TARA_SAMEA4397445_METAG_NGLEOAMJ",0,1,0
"TARA_SAMEA4397445_METAG_CJCKGMME",1,1,0
"TARA_SAMEA4397445_METAG_IFGACCDM",1,1,0
"TARA_SAMEA4398315_METAG_AFFNKFDC",1,1,0
"TARA_SAMEA4397920_METAG_FAGGMEMK",1,1,0
"TARA_SAMEA4397920_METAG_GFPOHCNM",1,1,0
"TARA_SAMEA4397920_METAG_HCFGADBA",1,1,0
"TARA_SAMEA2619950_METAG_CNFEFPFA",1,1,0
"TARA_SAMEA2620947_METAG_GJNEMEGN",1,1,0
"TARA_SAMEA2622823_METAG_DMBEIDLO",0,1,0
"TARA_SAMEA4397118_METAG_LJDKBODE",1,1,0
"TARA_SAMEA4397118_METAG_GENFGEGE",1,1,0
"TARA_SAMEA4397118_METAG_KIHPEJLN",1,1,1
"TARA_SAMEA4397118_METAG_NDKAGOCA",1,1,0
"TARA_SAMEA4397118_METAG_CGHFJKKI",1,1,0
"TARA_SAMEA2621300_METAG_KDEMKDPA",1,1,0
"TARA_SAMEA4397255_METAG_OPJKFNPP",1,1,0
"TARA_SAMEA4398001_METAG_ODDBFCGM",1,1,0
"TARA_SAMEA4397859_METAG_MNNGMEMD",1,1,0
"TARA_SAMEA2619791_METAG_DCGJJMFG",1,1,0
"TARA_SAMEA2621242_METAG_IEOMPJEB",1,1,0
"TARA_SAMEA2621242_METAG_FJHLPMAM",1,1,0
"TARA_SAMEA2621242_METAG_PNDLKBPD",0,1,0
"TARA_SAMEA2621151_METAG_LJNEFNIN",1,1,0
"TARA_SAMEA2619677_METAG_EHCCPMGB",1,1,0
"TARA_SAMEA2619677_METAG_FPNMAJMM",1,1,0
"TARA_SAMEA2619779_METAG_OFNFCJDF",1,1,0
"TARA_SAMEA2621203_METAG_CNGIBAIJ",0,1,0
"TARA_SAMEA2621075_METAG_LDLCMOIO",0,1,0
"TARA_SAMEA2622801_METAG_EMDBLGIB",1,1,0
"TARA_SAMEA4397772_METAG_KALCKFKL",0,1,0
"TARA_SAMEA2621247_METAG_DOJCOOOH",1,1,0
"TARA_SAMEA2620035_METAG_PBKGFJIL",1,1,0
"TARA_SAMEA2620035_METAG_EGMMDIFA",0,1,0
"TARA_SAMEA2622452_METAG_CEPNJCMO",0,1,0
"TARA_SAMEA2620815_METAG_BOLMEEMM",1,1,0
"TARA_SAMEA2620815_METAG_NJKEIABP",1,1,0
"TARA_SAMEA2623463_METAG_JILLCGBA",1,1,0
"TARA_SAMEA2623463_METAG_OMLPHLBD",0,1,0
"TARA_SAMEA2623463_METAG_EJFDGHLL",1,1,1
"TARA_SAMEA2623774_METAG_FBEJAGEK",1,1,0
"TARA_SAMEA2623774_METAG_FLNAICLP",1,1,0
"TARA_SAMEA2623513_METAG_HGHFANIL",0,1,0
"TARA_SAMEA2622149_METAG_COGIFFDO",1,1,0
"TARA_SAMEA2622149_METAG_HPHAFJIP",0,1,0
"TARA_SAMEA2620828_METAG_CKGPKFNM",1,1,0
"TARA_SAMEA2623155_METAG_PHNCPJBF",1,1,0
"TARA_SAMEA2620666_METAG_AFGGNEFA",1,1,0
"TARA_SAMEA2620666_METAG_IMAKHCGA",0,1,0
"TARA_SAMEA2623135_METAG_ENGCJLCC",0,1,0
"TARA_SAMEA2622568_METAG_DOPCNBFE",1,1,0
"TARA_SAMEA2623488_METAG_OKEPJHFE",0,1,0
"TARA_SAMEA2623488_METAG_JDLDCHLP",1,1,0
"TARA_SAMEA2623488_METAG_FBEJOOKN",1,1,0
"TARA_SAMEA2621232_METAG_FNNNMJNL",1,1,0
"TARA_SAMEA2623390_METAG_MCIIPGCH",1,1,0
"TARA_SAMEA2619970_METAG_OIDOACNG",1,1,0
"TARA_SAMEA2591098_METAG_BFGIGGHJ",1,1,0
"TARA_SAMEA2620882_METAG_LAAKGMCA",1,1,0
"TARA_SAMEA2620194_METAG_KGFNKLPG",0,0,0
"TARA_SAMEA2622119_METAG_CKEFGNEL",1,1,0
"TARA_SAMEA2622796_METAG_DGGDPLIN",0,0,0
"TARA_SAMEA2621092_METAG_DMGMCKNA",0,1,0
"TARA_SAMEA2622817_METAG_MCNPHJLP",1,1,0
"TARA_SAMEA2620217_METAG_MEHFEMPP",1,1,0
"TARA_SAMEA2623059_METAG_NKGMGDCP",0,1,0
"TARA_SAMEA2622429_METAG_DLDMDPHB",0,1,0
"TARA_SAMEA2623295_METAG_IBAHBHLL",1,1,0
"TARA_SAMEA2623295_METAG_BIMECMEA",0,1,0
"TARA_SAMEA2622766_METAG_ADGOPNNI",1,1,0
"TARA_SAMEA2621839_METAG_OMOABCGF",1,1,0
"TARA_SAMEA2623275_METAG_ADGACNMJ",1,1,0
"TARA_SAMEA2619766_METAG_NIKCOOOI",1,1,0
"TARA_SAMEA2622048_METAG_BKMMCDLL",0,1,0
"TARA_SAMEA2621272_METAG_GHMMLNFH",0,1,0
"TARA_SAMEA2623426_METAG_HEBIPHGI",0,1,0
"TARA_SAMEA2619399_METAG_LDDNJAGJ",1,1,0
"TARA_SAMEA2620097_METAG_JNGADKKC",1,1,0
"TARA_SAMEA2622545_METAG_KIGKJCNI",1,1,0
"TARA_SAMEA4396496_METAG_PFACBJFH",1,1,0
"TARA_SAMEA4397930_METAG_FEBNIJHN",0,1,0
"TARA_SAMEA4397930_METAG_DGJHHCFB",1,1,0
"TARA_SAMEA4397611_METAG_DAKBMODK",1,1,0
"TARA_SAMEA4398150_METAG_CNEKOIIG",0,1,0
"TARA_SAMEA4396424_METAG_HACAFHCC",1,1,0
"TARA_SAMEA4397072_METAG_HFKAMJBK",1,1,0
"TARA_SAMEA4398176_METAG_JKMGCLFO",1,1,0
"TARA_SAMEA4397472_METAG_BNLFDNKL",1,1,0
"TARA_SAMEA4397004_METAG_BEEEIAIM",1,1,0
"BGEO_SAMN07136915_METAG_ILDJKIEK",1,1,0
"BGEO_SAMN07136950_METAG_CBOOCHPE",1,1,0
"BGEO_SAMN07136485_METAG_JNMKEODJ",1,1,0
