,Step1,Step2,Step3,Step4,Step5,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
MARD_SAMN08783578_REFG_MMP08783578,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.18,RefGenome
MARD_SAMN08918501_REFG_MMP08918501,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.16,RefGenome
MARD_SAMN09932323_REFG_MMP09932323,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,99.43,RefGenome
MARD_SAMN10134656_REFG_MMP10134656,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,99.38,RefGenome
MARD_SAMN09273368_REFG_MMP09273368,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,100,RefGenome
MARD_SAMN10231958_REFG_MMP10231958,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,99.64,RefGenome
MARD_SAMN10231959_REFG_MMP10231959,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,100,RefGenome
MARD_SAMN05444149_REFG_MMP05444149,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.48,RefGenome
MARD_SAMEA3522225_REFG_MMP3522225,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.26,RefGenome
MARD_SAMN09684733_REFG_MMP09684733,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.2,RefGenome
MARD_SAMN09989090_REFG_MMP09989090,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.04,RefGenome
MARD_SAMN04488239_REFG_MMP04488239,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.42,RefGenome
MARD_SAMN05418027_REFG_MMP05418027,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,100,RefGenome
MARD_SAMN05418031_REFG_MMP05418031,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,100,RefGenome
MARD_SAMN05418073_REFG_MMP05418073,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,100,RefGenome
MARD_SAMN08324238_REFG_MMP08324238,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,96.98,RefGenome
MARD_SAMN08912470_REFG_MMP08912470,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.24,RefGenome
TARA_SAMEA4396941_METAG_IJEMMHFI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,91.04,MAG
TARA_SAMEA4396941_METAG_CLEKMJLB,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,94.42,MAG
TARA_SAMEA4397174_METAG_EGMDODDO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,96.85,MAG
TARA_SAMEA4396489_METAG_KKGDMKHA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,92.22,MAG
TARA_SAMEA4397295_METAG_NFMMNHJF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,98.28,MAG
TARA_SAMEA4397295_METAG_PFKAPFFD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA2621107_METAG_NAIODLKO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.5,MAG
TARA_SAMEA4397409_METAG_LIEEABDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,95.9,MAG
TARA_SAMEA4396515_METAG_COJOLNON,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,83.86,MAG
TARA_SAMEA2619815_METAG_NCFDDDLL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,95.28,MAG
TARA_SAMEA2623403_METAG_OKECKDIK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.22,MAG
TARA_SAMEA4397023_METAG_NKKALNMO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,MAG
TARA_SAMEA4397536_METAG_DNIJMCBI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA2620227_METAG_PONKEPAI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,79.31,MAG
TARA_SAMEA4397051_METAG_BDIOPMOI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,MAG
TARA_SAMEA2620812_METAG_HIEKJCAB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.68,MAG
TARA_SAMEA4398360_METAG_MKMJPMHD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.84,MAG
TARA_SAMEA2622738_METAG_EAPOPCAE,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,86.25,MAG
TARA_SAMEA4398432_METAG_IFLIFCAK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.28,MAG
TARA_SAMEA4398432_METAG_EGCBDMCB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,MAG
TARA_SAMEA4397586_METAG_MLANKLIE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,96.2,MAG
TARA_SAMEA2620967_METAG_GMOMFAHB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,90.88,MAG
TARA_SAMEA2621502_METAG_LEDOHCBM,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Rhodobacter,82.62,MAG
TARA_SAMEA4396988_METAG_MGOBBFJM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,88.76,MAG
TARA_SAMEA2621191_METAG_JOABIJEI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.65,MAG
TARA_SAMEA4397118_METAG_BHLMNNKI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA2623327_METAG_OLEOKFCD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.33,MAG
TARA_SAMEA2623327_METAG_CFOJFPKH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.36,MAG
TARA_SAMEA4397255_METAG_PFEJDDLC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,96.58,MAG
TARA_SAMEA4398001_METAG_BPLHNGEK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,MAG
TARA_SAMEA2621075_METAG_HPFDGDJD,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Bacteria-Other,80.27,MAG
TARA_SAMEA2622801_METAG_LKEPJGOM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,98.94,MAG
TARA_SAMEA2623463_METAG_GNOAPNFG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,78.32,MAG
TARA_SAMEA2622923_METAG_DNGLHAAI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,96.96,MAG
TARA_SAMEA2623350_METAG_CMMNJGMG,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,92.91,MAG
BGEO_SAMN07136582_METAG_BIALDHBO,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Alpha-Other,96.15,MAG
BGEO_SAMN07136617_METAG_FKHCGNDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.07,MAG
BGEO_SAMN07136489_METAG_APEOGMHC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,93.37,MAG
MALA_SAMN05422133_METAG_MPCMMFBL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,95.62,MAG
MALA_SAMN05422148_METAG_IFLPOAIP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.08,MAG
MALA_SAMN05422120_METAG_DPNIGCJC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,88,MAG
MALA_SAMN05422113_METAG_GJFPJHHK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.8,MAG
TARA_SAMN05326646_METAG_PSW00026,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,96.98,MAG
TARA_SAMN05326648_METAG_IOS00013,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,93.17,MAG
TARA_SAMN05326641_METAG_ANW00019,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.06,MAG
MARD_SAMN09510546_REFG_MMP09510546,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,92.23,RefGenome
MARD_SAMN06644953_REFG_MMP06644953,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.68,RefGenome
MARD_SAMN08378603_REFG_MMP08378603,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.36,RefGenome
MARD_SAMN08886582_SAGS_MMP08886582,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,91.07,SAG
MARD_SAMN08886585_SAGS_MMP08886585,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,76.84,SAG
MARD_SAMN08944605_REFG_MMP08944605,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,100,RefGenome
MARD_SAMN04965930_REFG_MMP04965930,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.64,RefGenome
MARD_SAMN04965932_REFG_MMP04965932,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.32,RefGenome
MARD_SAMN04965934_REFG_MMP04965934,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.64,RefGenome
MARD_SAMD00000390_REFG_MMP00000390,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,90.18,RefGenome
MARD_SAMD00006053_REFG_MMP00006053,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,96.13,RefGenome
MARD_SAMN02436139_REFG_MMP02436139,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,99.73,RefGenome
MARD_SAMN02436141_REFG_MMP02436141,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,97.18,RefGenome
MARD_SAMN02436150_REFG_MMP02436150,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,92.08,RefGenome
MARD_SAMN02436154_REFG_MMP02436154,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,99.37,RefGenome
MARD_SAMN06265372_REFG_MMP06265372,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.8,RefGenome
MARD_SAMN09721247_REFG_MMP09721247,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.3,RefGenome
MARD_SAMN09914392_REFG_MMP09914392,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,100,RefGenome
MARD_SAMN10130764_REFG_MMP10130764,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.34,RefGenome
MARD_SAMD00112194_REFG_MMP00112194,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.49,RefGenome
MARD_SAMN02927983_REFG_MMP02927983,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,RefGenome
MARD_SAMN09245960_REFG_MMP09245960,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.11,RefGenome
MARD_SAMN09517646_REFG_MMP09517646,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,100,RefGenome
MARD_SAMN09522134_REFG_MMP09522134,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.26,RefGenome
MARD_SAMN09637267_REFG_MMP09637267,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.59,RefGenome
MARD_SAMN10172232_REFG_MMP10172232,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,95.94,RefGenome
MARD_SAMEA4520406_REFG_MMP4520406,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520407_REFG_MMP4520407,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520408_REFG_MMP4520408,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520409_REFG_MMP4520409,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520411_REFG_MMP4520411,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520413_REFG_MMP4520413,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520414_REFG_MMP4520414,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520415_REFG_MMP4520415,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520416_REFG_MMP4520416,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520417_REFG_MMP4520417,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.64,RefGenome
MARD_SAMN02927921_REFG_MMP02927921,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,99.58,RefGenome
MARD_SAMN04488092_REFG_MMP04488092,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99,RefGenome
MARD_SAMN04488125_REFG_MMP04488125,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.96,RefGenome
MARD_SAMN05421798_REFG_MMP05421798,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,100,RefGenome
MARD_SAMD00025187_REFG_MMP00025187,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,100,RefGenome
MARD_SAMEA3492688_REFG_MMP3492688,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.68,RefGenome
MARD_SAMEA3528420_REFG_MMP3528420,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.78,RefGenome
MARD_SAMN04487931_REFG_MMP04487931,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,98.24,RefGenome
MARD_SAMN04488105_REFG_MMP04488105,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.44,RefGenome
MARD_SAMN08028457_REFG_MMP08028457,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,97.95,RefGenome
MARD_SAMN08295361_REFG_MMP08295361,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteroidota,98.9,RefGenome
MARD_SAMN09433089_REFG_MMP09433089,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,98.6,RefGenome
TARA_SAMEA4396941_METAG_MJIEMEAA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.92,MAG
TARA_SAMEA4397174_METAG_GINJNJCP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.22,MAG
TARA_SAMEA4397174_METAG_MGPGDCBD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.28,MAG
TARA_SAMEA2620039_METAG_CCAPJDHN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,95.98,MAG
TARA_SAMEA4397295_METAG_PBBIIDLA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Verrucomicrobiota,97.12,MAG
TARA_SAMEA4397363_METAG_PBPMNFIH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,91.22,MAG
TARA_SAMEA4397409_METAG_FMHAPBDF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,94.72,MAG
TARA_SAMEA4396515_METAG_IJHFFIED,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.92,MAG
TARA_SAMEA4396515_METAG_LHKCPCKJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,84.62,MAG
TARA_SAMEA2623403_METAG_HIFICGCL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,96.73,MAG
TARA_SAMEA2623403_METAG_MFMFELKN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.42,MAG
TARA_SAMEA4398027_METAG_AOHLBNMG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.04,MAG
TARA_SAMEA2622517_METAG_NJDIAMMF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,78.84,MAG
TARA_SAMEA2621101_METAG_KHHLCHNL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,97.16,MAG
TARA_SAMEA2620925_METAG_LACPPFDI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,78.05,MAG
TARA_SAMEA4398238_METAG_KPHFHLOE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.06,MAG
TARA_SAMEA4398238_METAG_PDLBAELO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA4397023_METAG_GNKOCKOD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,92.08,MAG
TARA_SAMEA4398387_METAG_LABGGNAJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,98.06,MAG
TARA_SAMEA4398387_METAG_FIKBKBJM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA4397536_METAG_MBMFBPNN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.32,MAG
TARA_SAMEA2622765_METAG_MHBAPCGP,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,93.5,MAG
TARA_SAMEA2621099_METAG_BFJFPEMJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,97.16,MAG
TARA_SAMEA2622685_METAG_CBBIEAPL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.28,MAG
TARA_SAMEA4398360_METAG_HILDAENI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,92.08,MAG
TARA_SAMEA4398432_METAG_GFLEHPMN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,100,MAG
TARA_SAMEA4397330_METAG_IIKHBEIA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.94,MAG
TARA_SAMEA4397330_METAG_AJIEMPFL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.48,MAG
TARA_SAMEA4397586_METAG_KPHCJDEI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.96,MAG
TARA_SAMEA4397586_METAG_FEGGIBBE,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Alpha-Rhodobacter,95.96,MAG
TARA_SAMEA4397586_METAG_PDHHONHK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA2622696_METAG_PAAHHAHJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,90.06,MAG
TARA_SAMEA4397489_METAG_HFBDHIIA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.65,MAG
TARA_SAMEA4397489_METAG_MIEMHBCL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,92.08,MAG
TARA_SAMEA4397489_METAG_KFLMDJEI,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.64,MAG
TARA_SAMEA4397489_METAG_KHFCPKOF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,89.3,MAG
TARA_SAMEA4397489_METAG_JCLJMEBD,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,87.06,MAG
TARA_SAMEA2620967_METAG_NCJGICMF,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,79.37,MAG
TARA_SAMEA4396988_METAG_PNLKKADL,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,100,MAG
TARA_SAMEA2621191_METAG_GKKNNIBB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,92.06,MAG
TARA_SAMEA4397445_METAG_NOEMMHCB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,97.87,MAG
TARA_SAMEA4397445_METAG_ENGAADBB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,98.2,MAG
TARA_SAMEA4398315_METAG_BPOJMCNG,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,99.18,MAG
TARA_SAMEA4398315_METAG_ILCENHEJ,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,82.16,MAG
TARA_SAMEA4397118_METAG_EKOAFJME,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.22,MAG
TARA_SAMEA4397118_METAG_KDDGJDGN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,96.48,MAG
TARA_SAMEA2621300_METAG_EKFPEFJE,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,MAG
TARA_SAMEA4397859_METAG_GLPLBGPK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.96,MAG
TARA_SAMEA2619677_METAG_CHAHPNEN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.22,MAG
TARA_SAMEA4397215_METAG_GIHILDFN,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,94.54,MAG
TARA_SAMEA4397215_METAG_IFBFPIAA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,97.22,MAG
TARA_SAMEA2621247_METAG_OMELJKJA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,97.9,MAG
TARA_SAMEA2621247_METAG_ILHOMMDB,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Planctomycetota,92.35,MAG
TARA_SAMEA2623907_METAG_FJIGGKKP,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Bacteria-Other,87.4,MAG
TARA_SAMEA2623446_METAG_CAGACCPM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.97,MAG
TARA_SAMEA2591098_METAG_EJOBFJID,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,94.99,MAG
TARA_SAMEA2622796_METAG_OHBOBOCA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,96.72,MAG
TARA_SAMEA2621092_METAG_PJABGEBM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,94.76,MAG
TARA_SAMEA2619782_METAG_OHIHNNLJ,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,92.51,MAG
TARA_SAMEA4396496_METAG_ILGMJFMP,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,92.56,MAG
TARA_SAMEA4397983_METAG_JCMDONEC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,92.92,MAG
BGEO_SAMN07136483_METAG_CEMEACFK,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,97.2,MAG
BGEO_SAMN07136945_METAG_HMPKJKPH,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Cyano-Syn,86.44,MAG
BGEO_SAMN07136900_METAG_NDDKEADO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,97.66,MAG
MALA_SAMN05422136_METAG_DBKFPAHM,0,0,0,0,0,0,0,0,Gamma-Other,96.56,MAG
MALA_SAMN05422140_METAG_DOCADGDO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,97.58,MAG
MALA_SAMN05422104_METAG_HGLFHJJK,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,90.38,MAG
MALA_SAMN05422149_METAG_CFOFNMIM,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.2,MAG
MALA_SAMN05422195_METAG_GOAGNGHJ,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Bacteria-Other,95.78,MAG
MALA_SAMN05422133_METAG_LICJKDFC,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.72,MAG
MALA_SAMN05422133_METAG_KFHCJPLA,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.47,MAG
MALA_SAMN05422120_METAG_IFLJGABO,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,98.84,MAG
MALA_SAMN05422108_METAG_GKBEANEL,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Actinobacteriota,85.92,MAG
MARD_SAMN08131153_REFG_MMP08131153,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.15,RefGenome
MARD_SAMN09228017_REFG_MMP09228017,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Rhodobacter,98.98,RefGenome
MARD_SAMN08122818_REFG_MMP08122818,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.64,RefGenome
MARD_SAMN08886580_SAGS_MMP08886580,0,0,1,0,0,0.333333333333333,0,0.333333333333333,Cyano-Syn,82.06,SAG
MARD_SAMN09509804_REFG_MMP09509804,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.92,RefGenome
MARD_SAMN03080615_REFG_MMP03080615,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Gamma-Other,99.57,RefGenome
MARD_SAMN04390147_REFG_MMP04390147,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.36,RefGenome
MARD_SAMN04589240_REFG_MMP04589240,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,99.72,RefGenome
MARD_SAMN05526266_REFG_MMP05526266,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,99.34,RefGenome
MARD_SAMN05660649_REFG_MMP05660649,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Firmicutes,99.28,RefGenome
MARD_SAMD00036655_REFG_MMP00036655,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.44,RefGenome
MARD_SAMD00036665_REFG_MMP00036665,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Actinobacteriota,99.22,RefGenome
MARD_SAMD00000021_REFG_MMP00000021,1,0,0,0,0,0.333333333333333,0,0.333333333333333,Firmicutes,99.7,RefGenome
MARD_SAMD00028746_REFG_MMP00028746,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Alpha-Other,99.64,RefGenome
MARD_SAMD00041797_REFG_MMP00041797,1,0,1,0,0,0.666666666666667,0,0.666666666666667,Gamma-Other,99.52,RefGenome
