,Step1,Step2,Step3,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
TARA_SAMEA2622923_METAG_DNGLHAAI,1,1,0,1,0,1,Bacteria-Other,96.96,MAG
TARA_SAMEA2623350_METAG_CMMNJGMG,1,0,0,0.5,0,0.5,Actinobacteriota,92.91,MAG
BGEO_SAMN07136582_METAG_BIALDHBO,1,1,1,1,1,1,Alpha-Other,96.15,MAG
BGEO_SAMN07136617_METAG_FKHCGNDB,1,1,1,1,1,1,Alpha-Other,99.07,MAG
BGEO_SAMN07136489_METAG_APEOGMHC,0,0,0,0,0,0,Cyano-Syn,93.37,MAG
MALA_SAMN05422133_METAG_MPCMMFBL,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,95.62,MAG
MALA_SAMN05422148_METAG_IFLPOAIP,0,0,0,0,0,0,Gamma-Other,99.08,MAG
MALA_SAMN05422120_METAG_DPNIGCJC,1,0,0,0.5,0,0.5,Actinobacteriota,88,MAG
MALA_SAMN05422113_METAG_GJFPJHHK,1,1,0,1,0,1,Alpha-Rhodobacter,98.8,MAG
TARA_SAMN05326646_METAG_PSW00026,0,1,0,0.5,0,0.5,Bacteria-Other,96.98,MAG
TARA_SAMN05326648_METAG_IOS00013,1,0,1,0.5,1,1,Gamma-Other,93.17,MAG
TARA_SAMN05326641_METAG_ANW00019,0,0,0,0,0,0,Gamma-Other,92.06,MAG
MARD_SAMN09510546_REFG_MMP09510546,1,0,1,0.5,1,1,Actinobacteriota,92.23,RefGenome
MARD_SAMN06644953_REFG_MMP06644953,1,1,0,1,0,1,Alpha-Rhodobacter,99.68,RefGenome
MARD_SAMN08378603_REFG_MMP08378603,1,1,0,1,0,1,Alpha-Rhodobacter,99.36,RefGenome
MARD_SAMN08886582_SAGS_MMP08886582,0,0,0,0,0,0,Cyano-Syn,91.07,SAG
MARD_SAMN08886585_SAGS_MMP08886585,0,0,0,0,0,0,Cyano-Syn,76.84,SAG
MARD_SAMN08944605_REFG_MMP08944605,0,0,0,0,0,0,Firmicutes,100,RefGenome
MARD_SAMN04965930_REFG_MMP04965930,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMN04965932_REFG_MMP04965932,1,1,0,1,0,1,Alpha-Rhodobacter,99.32,RefGenome
MARD_SAMN04965934_REFG_MMP04965934,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMD00000390_REFG_MMP00000390,0,0,0,0,0,0,Firmicutes,90.18,RefGenome
MARD_SAMD00006053_REFG_MMP00006053,0,0,0,0,0,0,Firmicutes,96.13,RefGenome
MARD_SAMN02436139_REFG_MMP02436139,0,0,0,0,0,0,Cyano-Syn,99.73,RefGenome
MARD_SAMN02436141_REFG_MMP02436141,0,0,0,0,0,0,Gamma-Other,97.18,RefGenome
MARD_SAMN02436150_REFG_MMP02436150,0,0,0,0,0,0,Gamma-Other,92.08,RefGenome
MARD_SAMN02436154_REFG_MMP02436154,0,0,0,0,0,0,Cyano-Syn,99.37,RefGenome
MARD_SAMN06265372_REFG_MMP06265372,1,1,0,1,0,1,Alpha-Rhodobacter,99.8,RefGenome
MARD_SAMN09721247_REFG_MMP09721247,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,99.3,RefGenome
MARD_SAMN09914392_REFG_MMP09914392,0,0,0,0,0,0,Gamma-Other,100,RefGenome
MARD_SAMN10130764_REFG_MMP10130764,1,1,0,1,0,1,Alpha-Rhodobacter,99.34,RefGenome
MARD_SAMD00112194_REFG_MMP00112194,0,0,0,0,0,0,Alpha-Other,99.49,RefGenome
MARD_SAMN02927983_REFG_MMP02927983,0,0,0,0,0,0,Alpha-Other,99.64,RefGenome
MARD_SAMN09245960_REFG_MMP09245960,1,1,0,1,0,1,Alpha-Rhodobacter,99.11,RefGenome
MARD_SAMN09517646_REFG_MMP09517646,0,0,0,0,0,0,Alpha-Other,100,RefGenome
MARD_SAMN09522134_REFG_MMP09522134,1,1,0,1,0,1,Alpha-Rhodobacter,99.26,RefGenome
MARD_SAMN09637267_REFG_MMP09637267,0,0,0,0,0,0,Planctomycetota,97.59,RefGenome
MARD_SAMN10172232_REFG_MMP10172232,1,0,0,0.5,0,0.5,Firmicutes,95.94,RefGenome
MARD_SAMEA4520406_REFG_MMP4520406,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520407_REFG_MMP4520407,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520408_REFG_MMP4520408,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520409_REFG_MMP4520409,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520411_REFG_MMP4520411,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520413_REFG_MMP4520413,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520414_REFG_MMP4520414,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520415_REFG_MMP4520415,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520416_REFG_MMP4520416,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520417_REFG_MMP4520417,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMN02927921_REFG_MMP02927921,0,0,0,0,0,0,Bacteroidota,99.58,RefGenome
MARD_SAMN04488092_REFG_MMP04488092,1,1,0,1,0,1,Alpha-Rhodobacter,99,RefGenome
MARD_SAMN04488125_REFG_MMP04488125,0,0,0,0,0,0,Alpha-Other,98.96,RefGenome
MARD_SAMN05421798_REFG_MMP05421798,0,1,0,0.5,0,0.5,Alpha-Other,100,RefGenome
MARD_SAMD00025187_REFG_MMP00025187,0,0,0,0,0,0,Gamma-Other,100,RefGenome
MARD_SAMEA3492688_REFG_MMP3492688,0,0,0,0,0,0,Alpha-Other,99.68,RefGenome
MARD_SAMEA3528420_REFG_MMP3528420,1,1,0,1,0,1,Alpha-Rhodobacter,99.78,RefGenome
MARD_SAMN04487931_REFG_MMP04487931,0,0,0,0,0,0,Bacteria-Other,98.24,RefGenome
MARD_SAMN04488105_REFG_MMP04488105,1,1,0,1,0,1,Alpha-Rhodobacter,99.44,RefGenome
MARD_SAMN08028457_REFG_MMP08028457,1,0,0,0.5,0,0.5,Bacteroidota,97.95,RefGenome
MARD_SAMN08295361_REFG_MMP08295361,1,0,0,0.5,0,0.5,Bacteroidota,98.9,RefGenome
MARD_SAMN09433089_REFG_MMP09433089,0,0,0,0,0,0,Bacteria-Other,98.6,RefGenome
TARA_SAMEA4396941_METAG_MJIEMEAA,0,0,0,0,0,0,Alpha-Other,98.92,MAG
TARA_SAMEA4397174_METAG_GINJNJCP,0,0,0,0,0,0,Planctomycetota,97.22,MAG
TARA_SAMEA4397174_METAG_MGPGDCBD,0,0,0,0,0,0,Planctomycetota,97.28,MAG
TARA_SAMEA2620039_METAG_CCAPJDHN,0,0,0,0,0,0,Alpha-Other,95.98,MAG
TARA_SAMEA4397295_METAG_PBBIIDLA,0,0,0,0,0,0,Verrucomicrobiota,97.12,MAG
TARA_SAMEA4397363_METAG_PBPMNFIH,0,0,1,0,1,1,Alpha-Other,91.22,MAG
TARA_SAMEA4397409_METAG_FMHAPBDF,1,1,0,1,0,1,Alpha-Rhodobacter,94.72,MAG
TARA_SAMEA4396515_METAG_IJHFFIED,0,0,0,0,0,0,Alpha-Other,98.92,MAG
TARA_SAMEA4396515_METAG_LHKCPCKJ,1,0,1,0.5,1,1,Alpha-Other,84.62,MAG
TARA_SAMEA2623403_METAG_HIFICGCL,0,0,0,0,0,0,Planctomycetota,96.73,MAG
TARA_SAMEA2623403_METAG_MFMFELKN,1,1,0,1,0,1,Alpha-Rhodobacter,98.42,MAG
TARA_SAMEA4398027_METAG_AOHLBNMG,0,0,0,0,0,0,Alpha-Rhodobacter,98.04,MAG
TARA_SAMEA2622517_METAG_NJDIAMMF,0,0,0,0,0,0,Gamma-Other,78.84,MAG
TARA_SAMEA2621101_METAG_KHHLCHNL,0,0,0,0,0,0,Bacteria-Other,97.16,MAG
TARA_SAMEA2620925_METAG_LACPPFDI,0,0,0,0,0,0,Alpha-Other,78.05,MAG
TARA_SAMEA4398238_METAG_KPHFHLOE,0,0,0,0,0,0,Planctomycetota,97.06,MAG
TARA_SAMEA4398238_METAG_PDLBAELO,0,0,0,0,0,0,Planctomycetota,98.2,MAG
TARA_SAMEA4397023_METAG_GNKOCKOD,1,0,1,0.5,1,1,Alpha-Other,92.08,MAG
TARA_SAMEA4398387_METAG_LABGGNAJ,0,0,0,0,0,0,Bacteria-Other,98.06,MAG
TARA_SAMEA4398387_METAG_FIKBKBJM,0,0,0,0,0,0,Planctomycetota,98.2,MAG
TARA_SAMEA4397536_METAG_MBMFBPNN,1,1,0,1,0,1,Alpha-Rhodobacter,98.32,MAG
TARA_SAMEA2622765_METAG_MHBAPCGP,0,0,0,0,0,0,Alpha-Other,93.5,MAG
TARA_SAMEA2621099_METAG_BFJFPEMJ,0,0,0,0,0,0,Bacteria-Other,97.16,MAG
TARA_SAMEA2622685_METAG_CBBIEAPL,0,1,1,0.5,1,1,Alpha-Other,97.28,MAG
TARA_SAMEA4398360_METAG_HILDAENI,1,0,1,0.5,1,1,Alpha-Other,92.08,MAG
TARA_SAMEA4398432_METAG_GFLEHPMN,1,0,0,0.5,0,0.5,Gamma-Other,100,MAG
TARA_SAMEA4397330_METAG_IIKHBEIA,1,1,0,1,0,1,Alpha-Rhodobacter,98.94,MAG
TARA_SAMEA4397330_METAG_AJIEMPFL,1,1,0,1,0,1,Alpha-Rhodobacter,98.48,MAG
TARA_SAMEA4397586_METAG_KPHCJDEI,0,0,0,0,0,0,Alpha-Other,98.96,MAG
TARA_SAMEA4397586_METAG_FEGGIBBE,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,95.96,MAG
TARA_SAMEA4397586_METAG_PDHHONHK,0,0,0,0,0,0,Planctomycetota,98.2,MAG
TARA_SAMEA2622696_METAG_PAAHHAHJ,0,0,0,0,0,0,Gamma-Other,90.06,MAG
TARA_SAMEA4397489_METAG_HFBDHIIA,0,0,0,0,0,0,Planctomycetota,97.65,MAG
TARA_SAMEA4397489_METAG_MIEMHBCL,1,0,1,0.5,1,1,Alpha-Other,92.08,MAG
TARA_SAMEA4397489_METAG_KFLMDJEI,0,0,0,0,0,0,Alpha-Other,98.64,MAG
TARA_SAMEA4397489_METAG_KHFCPKOF,0,0,0,0,0,0,Gamma-Other,89.3,MAG
TARA_SAMEA4397489_METAG_JCLJMEBD,0,0,1,0,1,1,Alpha-Other,87.06,MAG
TARA_SAMEA2620967_METAG_NCJGICMF,0,0,0,0,0,0,Alpha-Other,79.37,MAG
TARA_SAMEA4396988_METAG_PNLKKADL,1,0,1,0.5,1,1,Alpha-Other,100,MAG
TARA_SAMEA2621191_METAG_GKKNNIBB,0,1,1,0.5,1,1,Alpha-Other,92.06,MAG
TARA_SAMEA4397445_METAG_NOEMMHCB,1,1,0,1,0,1,Alpha-Rhodobacter,97.87,MAG
TARA_SAMEA4397445_METAG_ENGAADBB,0,0,0,0,0,0,Planctomycetota,98.2,MAG
TARA_SAMEA4398315_METAG_BPOJMCNG,0,0,0,0,0,0,Alpha-Rhodobacter,99.18,MAG
TARA_SAMEA4398315_METAG_ILCENHEJ,0,1,0,0.5,0,0.5,Gamma-Other,82.16,MAG
TARA_SAMEA4397118_METAG_EKOAFJME,0,0,0,0,0,0,Planctomycetota,97.22,MAG
TARA_SAMEA4397118_METAG_KDDGJDGN,0,0,0,0,0,0,Planctomycetota,96.48,MAG
TARA_SAMEA2621300_METAG_EKFPEFJE,0,1,1,0.5,1,1,Alpha-Other,99.64,MAG
TARA_SAMEA4397859_METAG_GLPLBGPK,0,0,0,0,0,0,Alpha-Other,98.96,MAG
TARA_SAMEA2619677_METAG_CHAHPNEN,0,0,0,0,0,0,Planctomycetota,97.22,MAG
TARA_SAMEA4397215_METAG_GIHILDFN,0,0,0,0,0,0,Planctomycetota,94.54,MAG
TARA_SAMEA4397215_METAG_IFBFPIAA,0,0,0,0,0,0,Planctomycetota,97.22,MAG
TARA_SAMEA2621247_METAG_OMELJKJA,1,1,0,1,0,1,Alpha-Rhodobacter,97.9,MAG
TARA_SAMEA2621247_METAG_ILHOMMDB,0,0,0,0,0,0,Planctomycetota,92.35,MAG
TARA_SAMEA2623907_METAG_FJIGGKKP,0,0,0,0,0,0,Bacteria-Other,87.4,MAG
TARA_SAMEA2623446_METAG_CAGACCPM,0,0,0,0,0,0,Alpha-Other,99.97,MAG
TARA_SAMEA2591098_METAG_EJOBFJID,0,0,0,0,0,0,Cyano-Syn,94.99,MAG
TARA_SAMEA2622796_METAG_OHBOBOCA,1,1,1,1,1,1,Gamma-Other,96.72,MAG
TARA_SAMEA2621092_METAG_PJABGEBM,1,1,0,1,0,1,Alpha-Rhodobacter,94.76,MAG
TARA_SAMEA2619782_METAG_OHIHNNLJ,0,0,0,0,0,0,Cyano-Syn,92.51,MAG
TARA_SAMEA4396496_METAG_ILGMJFMP,0,0,0,0,0,0,Cyano-Syn,92.56,MAG
TARA_SAMEA4397983_METAG_JCMDONEC,0,0,1,0,1,1,Gamma-Other,92.92,MAG
BGEO_SAMN07136483_METAG_CEMEACFK,0,0,0,0,0,0,Cyano-Syn,97.2,MAG
BGEO_SAMN07136945_METAG_HMPKJKPH,0,0,0,0,0,0,Cyano-Syn,86.44,MAG
BGEO_SAMN07136900_METAG_NDDKEADO,0,0,0,0,0,0,Gamma-Other,97.66,MAG
MALA_SAMN05422136_METAG_DBKFPAHM,0,0,0,0,0,0,Gamma-Other,96.56,MAG
MALA_SAMN05422140_METAG_DOCADGDO,1,0,0,0.5,0,0.5,Alpha-Other,97.58,MAG
MALA_SAMN05422104_METAG_HGLFHJJK,0,0,0,0,0,0,Bacteria-Other,90.38,MAG
MALA_SAMN05422149_METAG_CFOFNMIM,1,0,0,0.5,0,0.5,Alpha-Other,99.2,MAG
MALA_SAMN05422195_METAG_GOAGNGHJ,0,0,0,0,0,0,Bacteria-Other,95.78,MAG
MALA_SAMN05422133_METAG_LICJKDFC,1,0,0,0.5,0,0.5,Alpha-Other,99.72,MAG
MALA_SAMN05422133_METAG_KFHCJPLA,1,1,0,1,0,1,Alpha-Rhodobacter,98.47,MAG
MALA_SAMN05422120_METAG_IFLJGABO,1,0,0,0.5,0,0.5,Alpha-Other,98.84,MAG
MALA_SAMN05422108_METAG_GKBEANEL,0,0,0,0,0,0,Actinobacteriota,85.92,MAG
MARD_SAMN08131153_REFG_MMP08131153,0,0,1,0,1,1,Alpha-Other,99.15,RefGenome
MARD_SAMN09228017_REFG_MMP09228017,0,0,0,0,0,0,Alpha-Rhodobacter,98.98,RefGenome
MARD_SAMN08122818_REFG_MMP08122818,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMN08886580_SAGS_MMP08886580,0,0,0,0,0,0,Cyano-Syn,82.06,SAG
MARD_SAMN09509804_REFG_MMP09509804,0,0,0,0,0,0,Gamma-Other,99.92,RefGenome
MARD_SAMN03080615_REFG_MMP03080615,0,0,0,0,0,0,Gamma-Other,99.57,RefGenome
MARD_SAMN04390147_REFG_MMP04390147,1,0,0,0.5,0,0.5,Gamma-Other,99.36,RefGenome
MARD_SAMN04589240_REFG_MMP04589240,1,0,0,0.5,0,0.5,Firmicutes,99.72,RefGenome
MARD_SAMN05526266_REFG_MMP05526266,0,0,0,0,0,0,Firmicutes,99.34,RefGenome
MARD_SAMN05660649_REFG_MMP05660649,0,0,0,0,0,0,Firmicutes,99.28,RefGenome
MARD_SAMD00036655_REFG_MMP00036655,0,0,0,0,0,0,Gamma-Other,99.44,RefGenome
MARD_SAMD00036665_REFG_MMP00036665,0,0,1,0,1,1,Actinobacteriota,99.22,RefGenome
MARD_SAMD00000021_REFG_MMP00000021,1,0,0,0.5,0,0.5,Firmicutes,99.7,RefGenome
MARD_SAMD00028746_REFG_MMP00028746,0,0,0,0,0,0,Alpha-Other,99.64,RefGenome
MARD_SAMD00041797_REFG_MMP00041797,0,0,0,0,0,0,Gamma-Other,99.52,RefGenome
MARD_SAMN02436084_REFG_MMP02436084,0,0,0,0,0,0,Alpha-Other,99.08,RefGenome
MARD_SAMN02436085_REFG_MMP02436085,0,0,0,0,0,0,Cyano-Syn,99.5,RefGenome
MARD_SAMN02436120_REFG_MMP02436120,0,0,0,0,0,0,Planctomycetota,97.84,RefGenome
MARD_SAMN05418059_REFG_MMP05418059,1,1,0,1,0,1,Gamma-Other,100,RefGenome
MARD_SAMN07620991_REFG_MMP07620991,1,1,0,1,0,1,Alpha-Rhodobacter,99.42,RefGenome
MARD_SAMN10134657_REFG_MMP10134657,0,0,0,0,0,0,Bacteroidota,99.81,RefGenome
MARD_SAMN10134659_REFG_MMP10134659,0,0,0,0,0,0,Bacteroidota,99.26,RefGenome
MARD_SAMEA4707919_REFG_MMP4707919,0,0,0,0,0,0,Cyano-Syn,98.51,RefGenome
MARD_SAMN02927974_REFG_MMP02927974,0,0,0,0,0,0,Alpha-Other,98.92,RefGenome
MARD_SAMN09437379_REFG_MMP09437379,1,0,0,0.5,0,0.5,Gamma-Other,98.51,RefGenome
MARD_SAMN09522133_REFG_MMP09522133,1,1,1,1,1,1,Alpha-Rhodobacter,99.22,RefGenome
MARD_SAMN09637346_REFG_MMP09637346,0,0,0,0,0,0,Planctomycetota,97.38,RefGenome
MARD_SAMN09759695_REFG_MMP09759695,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,99.95,RefGenome
MARD_SAMN10231401_REFG_MMP10231401,0,0,0,0,0,0,Alpha-Rhodobacter,99.82,RefGenome
MARD_SAMN10285739_REFG_MMP10285739,0,0,0,0,0,0,Gamma-Other,99.61,RefGenome
MARD_SAMEA4520410_REFG_MMP4520410,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMEA4520412_REFG_MMP4520412,0,0,0,0,0,0,Gamma-Other,99.64,RefGenome
MARD_SAMN05216258_REFG_MMP05216258,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,99.64,RefGenome
MARD_SAMN05216264_REFG_MMP05216264,1,1,1,1,1,1,Gamma-Other,99.84,RefGenome
MARD_SAMN05444398_REFG_MMP05444398,1,1,0,1,0,1,Alpha-Rhodobacter,99.26,RefGenome
MARD_SAMN05444414_REFG_MMP05444414,1,1,0,1,0,1,Alpha-Rhodobacter,99.54,RefGenome
MARD_SAMEA3539551_REFG_MMP3539551,1,1,0,1,0,1,Alpha-Rhodobacter,99.54,RefGenome
MARD_SAMEA3542132_REFG_MMP3542132,1,1,0,1,0,1,Alpha-Rhodobacter,99.54,RefGenome
MARD_SAMN02261338_REFG_MMP02261338,0,0,0,0,0,0,Cyano-Other,99.28,RefGenome
MARD_SAMN02470761_REFG_MMP02470761,0,0,0,0,0,0,Gamma-Other,96.86,RefGenome
MARD_SAMEA4707920_REFG_MMP4707920,0,0,0,0,0,0,Cyano-Syn,98.29,RefGenome
MARD_SAMN09508687_REFG_MMP09508687,1,1,0,1,0,1,Alpha-Rhodobacter,99.85,RefGenome
MARD_SAMN09580375_REFG_MMP09580375,1,1,0,1,0,1,Alpha-Rhodobacter,99.5,RefGenome
MARD_SAMN04487910_REFG_MMP04487910,0,0,0,0,0,0,Bacteroidota,99.45,RefGenome
MARD_SAMN04488026_REFG_MMP04488026,1,1,0,1,0,1,Alpha-Rhodobacter,99.58,RefGenome
MARD_SAMN04488238_REFG_MMP04488238,0,0,0,0,0,0,Alpha-Rhodobacter,98.98,RefGenome
MARD_SAMN04488360_REFG_MMP04488360,0,0,0,0,0,0,Actinobacteriota,100,RefGenome
MARD_SAMN05418166_REFG_MMP05418166,1,1,0,1,0,1,Gamma-Other,100,RefGenome
MARD_SAMN05444007_REFG_MMP05444007,1,1,0,1,0,1,Alpha-Rhodobacter,100,RefGenome
MARD_SAMN05444413_REFG_MMP05444413,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,99.5,RefGenome
MARD_SAMN05582966_REFG_MMP05582966,1,1,0,1,0,1,Alpha-Rhodobacter,98.82,RefGenome
MARD_SAMN08470889_REFG_MMP08470889,0,0,0,0,0,0,Bacteria-Other,99.56,RefGenome
MARD_SAMN09388146_REFG_MMP09388146,1,0,0,0.5,0,0.5,Alpha-Other,100,RefGenome
MARD_SAMN09469620_REFG_MMP09469620,0,0,0,0,0,0,Gamma-Other,97.06,RefGenome
MARD_SAMN06133340_REFG_MMP06133340,0,0,0,0,0,0,Gamma-Other,100,RefGenome
TARA_SAMEA2621033_METAG_BDPDKECI,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,80.47,MAG
TARA_SAMEA4396941_METAG_KLBPAJAD,0,0,0,0,0,0,Planctomycetota,95.34,MAG
TARA_SAMEA4396941_METAG_FIKOMDNM,0,0,1,0,1,1,Gamma-Other,88.73,MAG
TARA_SAMEA4396941_METAG_NMOKIAAF,1,1,0,1,0,1,Alpha-Rhodobacter,99.38,MAG
TARA_SAMEA4396941_METAG_FFMEDCBF,1,1,0,1,0,1,Alpha-Rhodobacter,92,MAG
TARA_SAMEA4396941_METAG_JJKLBFKP,1,1,0,1,0,1,Alpha-Rhodobacter,86.44,MAG
TARA_SAMEA4396941_METAG_FLOPKAHB,0,0,0,0,0,0,Gamma-Other,81.98,MAG
TARA_SAMEA4396941_METAG_IEKADHHE,0,1,1,0.5,1,1,Alpha-Other,91.81,MAG
TARA_SAMEA4396941_METAG_JNFLMIMJ,1,1,0,1,0,1,Alpha-Rhodobacter,82.66,MAG
TARA_SAMEA4396941_METAG_KHPFJDKB,0,0,0,0,0,0,Gamma-Other,97.38,MAG
TARA_SAMEA4397174_METAG_IGCEIJFB,0,1,1,0.5,1,1,Alpha-Other,86.86,MAG
TARA_SAMEA4397174_METAG_HFHLPNOL,0,0,0,0,0,0,Gamma-Other,97.38,MAG
TARA_SAMEA4397174_METAG_PAOCLOOI,1,1,0,1,0,1,Alpha-Rhodobacter,92.41,MAG
TARA_SAMEA4397174_METAG_OLMHMLCA,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,95.6,MAG
TARA_SAMEA4397174_METAG_ILOADGDN,1,1,0,1,0,1,Alpha-Rhodobacter,98.6,MAG
TARA_SAMEA4397174_METAG_BMIOLAFD,0,0,1,0,1,1,Gamma-Other,86.1,MAG
TARA_SAMEA4397815_METAG_MGOOMLHG,0,1,1,0.5,1,1,Alpha-Other,99.39,MAG
TARA_SAMEA4397815_METAG_KGKDLCCI,0,0,0,0,0,0,Gamma-Other,92.26,MAG
TARA_SAMEA4396489_METAG_JENLENIG,0,0,0,0,0,0,Bacteroidota,87.51,MAG
TARA_SAMEA4396489_METAG_PJHDHIHO,1,1,0,1,0,1,Alpha-Rhodobacter,98.76,MAG
TARA_SAMEA4396489_METAG_OFBBDPAO,0,0,0,0,0,0,Planctomycetota,95.62,MAG
TARA_SAMEA4397295_METAG_BNIBEGDP,0,0,0,0,0,0,Gamma-Other,97.38,MAG
TARA_SAMEA4397295_METAG_PNLAEKMH,1,1,0,1,0,1,Alpha-Rhodobacter,95.38,MAG
TARA_SAMEA4397295_METAG_NOICPOFE,0,0,1,0,1,1,Verrucomicrobiota,97.66,MAG
TARA_SAMEA4397295_METAG_NPECDEII,0,0,1,0,1,1,Alpha-Other,96.68,MAG
TARA_SAMEA4397295_METAG_IEPIMNLC,0,0,0,0,0,0,Alpha-Other,93.12,MAG
TARA_SAMEA4397363_METAG_IPJBEJHI,0,0,0,0,0,0,Planctomycetota,96.18,MAG
TARA_SAMEA4397363_METAG_PEIHIEPH,0,0,0,0,0,0,Planctomycetota,96.64,MAG
TARA_SAMEA4397363_METAG_OEELJFIL,0,0,0,0,0,0,Gamma-Other,97.38,MAG
TARA_SAMEA4397363_METAG_MIGAGBNJ,1,1,0,1,0,1,Alpha-Rhodobacter,99.15,MAG
TARA_SAMEA2621107_METAG_ANNENPFL,0,0,0,0,0,0,Gamma-Other,82.2,MAG
TARA_SAMEA4397627_METAG_PFAFHOHC,1,1,0,1,0,1,Alpha-Rhodobacter,96.1,MAG
TARA_SAMEA4396515_METAG_JGLJJOND,1,1,0,1,0,1,Alpha-Rhodobacter,98.98,MAG
TARA_SAMEA2619815_METAG_OGNGPHHE,0,0,0,0,0,0,Gamma-Other,77.78,MAG
TARA_SAMEA2623403_METAG_BFAIBJBD,0,0,0,0,0,0,Planctomycetota,94.9,MAG
TARA_SAMEA4398111_METAG_LCAKNCPF,0,0,0,0,0,0,Gamma-Other,97.38,MAG
TARA_SAMEA4398193_METAG_HLBDJCNA,0,0,1,0,1,1,Gamma-Other,94.9,MAG
TARA_SAMEA4398083_METAG_EIBFECHC,0,0,0,0,0,0,Alpha-Rhodobacter,90.6,MAG
TARA_SAMEA4398027_METAG_PLPCHCNP,1,1,0,1,0,1,Alpha-Rhodobacter,82.68,MAG
TARA_SAMEA2621416_METAG_PLGBNMDK,0,0,0,0,0,0,Gamma-Other,100,MAG
TARA_SAMEA2621101_METAG_PFIFDIHB,0,0,0,0,0,0,Gamma-Other,92.7,MAG
TARA_SAMEA4398168_METAG_EEEDAEIF,0,0,0,0,0,0,Gamma-Other,92.02,MAG
TARA_SAMEA4397023_METAG_GPOLAJDG,1,1,0,1,0,1,Alpha-Rhodobacter,90.98,MAG
TARA_SAMEA2622800_METAG_CFACIDDL,0,0,0,0,0,0,Bacteria-Other,94.26,MAG
TARA_SAMEA4398387_METAG_ILGDMCFO,1,0,1,0.5,1,1,Alpha-Other,100,MAG
TARA_SAMEA4398387_METAG_FCMGMIMP,1,1,0,1,0,1,Alpha-Rhodobacter,84.19,MAG
TARA_SAMEA2622677_METAG_KBPPAGFB,0,0,0,0,0,0,Gamma-Other,93.76,MAG
TARA_SAMEA4397536_METAG_NIDGFOMJ,0,0,0,0,0,0,Gamma-Other,95.74,MAG
TARA_SAMEA4397536_METAG_PPMBDFND,1,0,1,0.5,1,1,Alpha-Other,97.08,MAG
TARA_SAMEA2620227_METAG_PDPEFNBK,0,0,0,0,0,0,Gamma-Other,99.9,MAG
TARA_SAMEA2620980_METAG_HLDEJBHE,0,0,0,0,0,0,Bacteroidota,85.04,MAG
TARA_SAMEA4397948_METAG_CJELGJCM,0,1,1,0.5,1,1,Alpha-Other,99.64,MAG
TARA_SAMEA4398360_METAG_GLLKEDJF,1,1,0,1,0,1,Alpha-Rhodobacter,89.08,MAG
TARA_SAMEA4398360_METAG_BPNDFBAG,0,0,1,0,1,1,Alpha-Other,81.24,MAG
TARA_SAMEA4398266_METAG_CIJKCIBB,0,0,0,0,0,0,Gamma-Other,97.38,MAG
TARA_SAMEA4397330_METAG_GENHDNHJ,1,1,0,1,0,1,Alpha-Rhodobacter,98.98,MAG
TARA_SAMEA4397586_METAG_HMEMIMBJ,0,0,0,0,0,0,Alpha-Other,98.92,MAG
TARA_SAMEA2621564_METAG_PJFFNECB,0,0,0,0,0,0,Gamma-Other,89.07,MAG
TARA_SAMEA4397489_METAG_EMMCHIIM,1,1,0,1,0,1,Alpha-Rhodobacter,99.34,MAG
TARA_SAMEA4397489_METAG_PKJFCHJO,0,0,0,0,0,0,Alpha-Other,99.28,MAG
TARA_SAMEA4397489_METAG_GPBOHONC,0,0,0,0,0,0,Gamma-Other,95.86,MAG
TARA_SAMEA2619854_METAG_DHKPDHFL,0,0,0,0,0,0,Gamma-Other,100,MAG
TARA_SAMEA2619903_METAG_DMIKMCEE,0,0,0,0,0,0,Gamma-Other,82.2,MAG
TARA_SAMEA2621528_METAG_LMPJOJBM,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,89.31,MAG
